row_id,subj_code,batch_num,bin,trial_number,word,key,rt
234,5001,2,13,92,coconut,2,2570
235,5001,2,13,93,federal,6,3528
236,5001,2,13,95,questioning,5,1862
237,5001,2,13,96,precipitate,2,3040
238,5001,2,13,97,recommend,6,15005
239,5001,2,13,98,indiscrimination,6,2038
240,5001,2,13,99,agreeable,6,2658
241,5001,2,13,100,ledger,2,8460
242,5001,2,13,101,shorthand,6,3294
243,5001,2,13,102,morality,6,4943
244,5001,2,13,103,associate,6,3457
245,5001,2,13,104,seasonal,6,1968
246,5001,2,13,105,sunbeam,6,989
247,5002,1,5,1,innocence,1,4223
248,5002,1,5,2,stroke,4,4554
249,5002,1,5,3,snifter,NA,7422
250,5002,1,5,4,octane,1,2109
251,5002,1,5,5,atrophy,NA,2740
252,5002,1,5,6,mastiff,2,2608
253,5002,1,5,7,quip,1,4454
254,5002,1,5,8,tasteless,1,1870
255,5002,1,5,9,roulette,5,2888
256,5002,1,5,10,ire,NA,2618
257,5002,1,5,11,hock,3,2382
258,5002,1,5,12,dally,6,3212
259,5002,1,5,13,universalist,NA,2503
260,5002,1,5,14,screed,NA,2009
261,5002,1,5,15,talc,1,2684
262,5002,1,5,16,bearer,1,2041
263,5002,1,5,17,saunter,NA,2228
264,5002,1,5,18,jest,2,2396
265,5002,1,5,19,quasi,1,2541
266,5002,1,5,20,gladden,1,2647
267,5002,1,5,21,adder,1,2410
268,5002,1,5,22,despoil,1,2340
269,5002,1,5,23,hypodermic,1,2377
270,5002,1,5,24,insurrectionary,1,2892
271,5002,1,5,25,fetid,NA,1887
272,5002,1,5,26,barrack,2,2357
273,5002,1,5,28,drub,NA,1962
274,5002,1,5,29,phonics,5,3655
275,5002,1,5,30,exclude,3,2768
276,5002,1,5,31,furious,2,2574
277,5002,1,5,32,disencumber,NA,2477
278,5002,1,5,33,conk,1,7544
279,5002,1,5,34,haiku,1,1283
280,5002,1,5,35,effervesce,2,3643
281,5002,1,5,36,muff,6,5011
282,5002,1,5,38,schematize,NA,2901
283,5002,1,5,39,vindicate,5,2337
284,5002,1,5,40,asphalt,1,2320
285,5002,1,5,41,clemency,1,4542
286,5002,1,5,42,toboggan,1,1332
287,5002,1,5,43,emulsify,3,2620
288,5002,1,5,44,turbulence,4,2564
289,5002,1,5,45,serum,2,3772
290,5002,1,5,46,fabric,1,1992
291,5002,1,5,47,fir,2,3131
292,5002,1,5,48,politician,1,2287
293,5002,1,5,49,volition,1,2863
294,5002,1,5,50,imperceptible,NA,2401
295,5002,1,5,51,doggy,1,5765
296,5002,1,5,52,ambivalent,NA,2491
297,5002,1,5,53,flounce,1,2385
298,5002,1,5,54,canyon,3,3497
299,5002,1,5,55,able,1,1965
300,5002,1,5,56,expo,1,1790
301,5002,1,5,58,emanate,5,2413
302,5002,1,5,59,gelatinize,1,3751
303,5002,1,5,60,libertinism,NA,2000
304,5002,1,5,61,draggle,NA,2086
305,5002,1,5,62,sodden,1,2758
306,5002,1,5,63,concourse,1,1604
307,5002,1,5,65,tic,7,6267
308,5003,1,37,1,compensate,2,4465
309,5003,1,37,2,shaker,4,3234
310,5003,1,37,3,wariness,1,4021
311,5003,1,37,4,submit,2,2665
312,5003,1,37,5,regretful,2,5362
313,5003,1,37,6,wild,6,3453
314,5003,1,37,7,adorable,1,3549
315,5003,1,37,8,depth,2,3903
316,5003,1,37,9,baggage,4,3473
317,5003,1,37,10,tolerant,1,2417
318,5003,1,37,11,enamel,2,3300
319,5003,1,37,12,symphonic,5,3933
320,5003,1,37,13,lap,5,3741
321,5003,1,37,14,charismatic,1,2161
322,5003,1,37,15,reward,2,3639
323,5003,1,37,16,score,3,5289
324,5003,1,37,17,famine,2,2911
325,5003,1,37,18,gaga,7,2289
326,5003,1,37,19,onset,1,2680
327,5003,1,37,20,node,4,2547
328,5003,1,37,21,hate,2,3025
329,5003,1,37,22,cleave,6,3291
330,5003,1,37,23,tester,2,3075
331,5003,1,37,24,debug,1,2189
332,5003,1,37,26,fingernail,1,3986
333,5003,1,37,27,invariance,3,4256
334,5003,1,37,28,unnatural,2,2303
335,5003,1,37,29,brigade,1,2838
336,5003,1,37,30,holograph,1,2334
337,5003,1,37,31,information,2,1967
338,5003,1,37,33,everything,2,2526
339,5003,1,37,35,rash,7,3842
340,5003,1,37,36,speech,5,3528
341,5003,1,37,38,crocodile,2,2275
342,5003,1,37,39,probably,1,2491
343,5003,1,37,40,aromatic,5,3294
344,5003,1,37,41,painful,2,2504
345,5003,1,37,42,linker,5,4051
346,5003,1,37,43,medal,2,2058
347,5003,1,37,44,quack,7,1923
348,5003,1,37,45,single,2,3198
349,5003,1,37,46,unborn,2,3205
350,5003,1,37,47,tried,1,1945
351,5003,1,37,48,magician,2,3726
352,5003,1,37,49,zoom,7,1941
353,5003,1,37,50,steamboat,2,2347
354,5003,1,37,51,idyllic,3,3542
