word,n_ratings,n,prop_known,rating,rating_sd
colleague,9,9,1,2.5555555555555554,1.5898986690282426
collect,10,10,1,3.3,1.766981104093143
collected,9,9,1,2.6666666666666665,1.4142135623730951
collection,9,9,1,3.111111111111111,1.8333333333333333
collective,10,10,1,3.6,1.8973665961010275
collectivism,10,10,1,4,1.7638342073763937
collector,10,10,1,3.9,1.9692073983655907
college,9,9,1,2.888888888888889,1.536590742882148
collide,9,9,1,4.777777777777778,1.5634719199411433
collie,10,12,0.8333333333333334,2.4,1.2649110640673518
collision,10,10,1,4.6,0.8432740427115678
colloquial,9,10,0.9,1.8888888888888888,1.8333333333333333
cologne,9,9,1,3.7777777777777777,1.6414763002993509
colon,10,10,1,2.5,1.5811388300841898
colonel,10,11,0.9090909090909091,2.6,1.0749676997731399
colonoscopy,9,9,1,2.888888888888889,1.7638342073763937
colony,10,10,1,2.2,1.2292725943057183
color,10,10,1,3.2,1.6865480854231356
colored,10,10,1,2.8,2.0976176963403033
colorful,10,10,1,4.1,1.5238839267549948
coloring,10,10,1,3.2,1.7511900715418263
colorless,10,10,1,4.1,1.911950719959998
colossal,10,10,1,4.8,1.9888578520235065
colt,9,10,0.9,3.111111111111111,1.6158932858054431
column,10,10,1,3.6,2.270584848790187
columnist,10,11,0.9090909090909091,2.8,1.8135294011647258
coma,10,10,1,2.6,1.9550504398153574
comatose,10,10,1,4.3,1.4181364924121764
comb,10,10,1,3.7,1.636391694484477
combat,10,10,1,4.2,1.6865480854231356
combative,9,9,1,3.3333333333333335,1.9364916731037085
combination,10,10,1,3.8,1.9888578520235065
combine,10,10,1,4.1,1.449137674618944
combined,10,10,1,3.7,1.70293863659264
combo,10,10,1,3.7,1.3374935098492586
combustion,10,10,1,5.1,1.5238839267549948
come,9,9,1,1.2222222222222223,0.44095855184409843
comedian,10,10,1,4.4,2.1705094128132942
comedy,10,10,1,4.5,2.068278940998476
comes,10,10,1,3.4,1.6465452046971292
comet,10,10,1,3.9,2.1317702607092643
comfort,10,10,1,2.9,1.7919573407620817
comfortable,9,9,1,4.222222222222222,1.3944333775567925
comforter,10,10,1,3.9,2.183269719175042
comforting,9,9,1,3.4444444444444446,2.351122663277647
comfy,11,12,0.9166666666666666,5.181818181818182,1.3280197150781925
comic,11,11,1,3.3636363636363638,1.9632996344280855
comical,10,10,1,3.7,2.1628170930011112
coming,9,9,1,2.5555555555555554,2.6034165586355513
comma,9,9,1,3.6666666666666665,2.0615528128088303
command,10,10,1,4,2.4037008503093262
commemorative,10,10,1,2.2,1.8135294011647258
commence,10,10,1,2.1,1.5951314818673865
commencement,9,10,0.9,3.5555555555555554,2.068278940998476
commend,10,10,1,3.7,1.946506842754191
commendable,10,10,1,3.5,2.173067468400883
commensurable,10,11,0.9090909090909091,3.2,1.7511900715418263
comment,10,10,1,2.9,1.449137674618944
commentary,10,10,1,3.1,1.5951314818673865
commerce,10,10,1,3.4,1.505545305418162
commercial,10,10,1,3.4,2.0110804171997807
commingle,9,9,1,4,2.5
commiserate,9,9,1,3.3333333333333335,2.1213203435596424
commission,9,9,1,3.111111111111111,2.0275875100994063
commit,10,10,1,3.2,1.5491933384829668
commitment,10,10,1,3,2.1081851067789197
committal,9,9,1,3.111111111111111,1.536590742882148
committee,10,10,1,3.3,1.3374935098492586
commodity,10,10,1,4.6,1.3498971154211057
common,10,10,1,2.9,1.9692073983655907
commonality,9,9,1,3.888888888888889,1.6914819275153699
commonalty,10,11,0.9090909090909091,3.7,1.70293863659264
commoner,9,9,1,4.666666666666667,1.6583123951777
commonly,10,10,1,2.3,1.4181364924121764
commonplace,9,9,1,4.555555555555555,2.5549516194593154
commonwealth,10,11,0.9090909090909091,4.8,1.1352924243950935
commotion,10,10,1,4.2,2.250925735484551
communalize,10,11,0.9090909090909091,2.5,1.5811388300841898
communicate,10,10,1,2.6,1.577621275493231
communication,10,10,1,2.2,1.3165611772087666
communicative,10,10,1,3.8,1.9888578520235065
communion,10,10,1,3,1.8856180831641267
communism,9,9,1,3.6666666666666665,1.9364916731037085
communist,9,9,1,2.7777777777777777,1.7159383568311668
community,10,10,1,3.9,2.330951164939612
commute,10,10,1,2.6,1.837873166945363
compact,10,10,1,4.1,1.728840330651992
compactor,9,9,1,4.333333333333333,1.9364916731037085
companion,10,10,1,4.1,2.0789954839350235
companionable,10,10,1,3.6,2.2211108331943574
companionship,9,9,1,4,2.1213203435596424
company,7,7,1,3.2857142857142856,2.0586634591635513
comparable,9,9,1,2.4444444444444446,1.8104634152000358
comparative,9,9,1,3.888888888888889,1.90029237516523
compare,10,10,1,2.7,1.3374935098492586
comparison,10,10,1,3.5,2.223610677354389
compartment,10,10,1,3.5,1.509230856356236
compass,10,10,1,4.3,1.4944341180973264
compassion,9,10,0.9,3.888888888888889,2.204792759220492
compassionate,10,10,1,2.7,1.946506842754191
compatible,10,10,1,3.5,2.4608038433722332
compel,10,11,0.9090909090909091,3.3,1.888562063228706
compelling,10,10,1,3.2,1.7511900715418263
compensate,9,9,1,2.4444444444444446,1.2360330811826103
compensation,10,10,1,3.4,1.577621275493231
compete,11,11,1,3.272727272727273,1.954016841836789
competence,10,10,1,4.1,1.3703203194062976
competency,9,10,0.9,2.4444444444444446,0.8819171036881969
competent,10,10,1,3.4,1.8973665961010275
competition,8,8,1,4.25,2.1213203435596424
competitive,10,10,1,3.1,2.0248456731316584
competitor,9,9,1,5.111111111111111,2.0275875100994063
compilation,10,10,1,2.9,1.5951314818673865
compile,9,9,1,3.7777777777777777,1.3944333775567925
complacency,9,9,1,2.4444444444444446,1.2360330811826103
complacent,10,10,1,3.3,1.4944341180973264
complain,10,10,1,3.6,1.8973665961010275
complaint,10,10,1,3.5,2.0138409955990952
complement,10,10,1,3.2,1.5491933384829668
complete,10,10,1,3.3,1.70293863659264
completion,10,10,1,3.6,2.6331223544175333
complex,11,11,1,4.181818181818182,1.4709304414677002
complexion,10,10,1,2.9,1.9692073983655907
compliance,10,10,1,2.6,1.7126976771553504
complicate,9,9,1,1.3333333333333333,0.7071067811865476
complication,11,11,1,3.3636363636363638,1.8586407545691703
complicity,10,10,1,3.5,2.0138409955990952
compliment,10,10,1,2.8,1.9888578520235065
complimentary,9,9,1,2.7777777777777777,1.481365736219265
comply,9,9,1,3.5555555555555554,1.740051084818425
component,9,9,1,2.5555555555555554,1.740051084818425
compose,9,9,1,3,1.7320508075688772
composer,11,11,1,3.5454545454545454,1.4396969378057567
compost,10,10,1,3.9,1.7919573407620817
composure,10,10,1,3.8,1.4757295747452437
compound,10,10,1,3.6,1.7126976771553504
comprehend,10,10,1,2.9,1.8529256146249728
comprehensible,10,10,1,3,1.9436506316151
comprehension,10,10,1,2.3,1.2516655570345725
comprehensive,10,10,1,3.5,2.068278940998476
compress,10,10,1,4.6,2.0110804171997807
comprise,10,10,1,3,2.494438257849294
compromise,10,10,1,2.7,1.3374935098492586
compulsion,11,11,1,3.1818181818181817,1.9908883353006928
compulsive,10,10,1,3.4,2.0110804171997807
computation,10,10,1,3.9,2.282785822435191
compute,10,10,1,3.5,1.509230856356236
computer,10,10,1,3.9,1.8529256146249728
computerize,10,10,1,3.3,1.946506842754191
comrade,9,9,1,3,2.1213203435596424
con,10,10,1,3.2,2.1499353995462798
concave,10,10,1,4.5,1.0801234497346435
conceal,10,10,1,2.5,1.90029237516523
concealment,11,11,1,4.090909090909091,2.0225995873897262
concede,10,10,1,2.3,1.3374935098492586
conceit,10,11,0.9090909090909091,3.6,2.1705094128132942
conceited,9,9,1,3.7777777777777777,1.855921454276674
conceivable,10,10,1,3,1.8257418583505538
conceive,10,10,1,3.1,1.9692073983655907
concentrate,10,10,1,2.8,1.1352924243950935
concentration,10,10,1,2.9,2.0248456731316584
concept,10,10,1,3,0.816496580927726
conceptual,9,9,1,3.111111111111111,1.8333333333333333
conceptualism,11,11,1,3.909090909090909,1.9725387425622574
conceptualize,10,10,1,3.1,1.5951314818673865
concern,9,10,0.9,4.333333333333333,0.8660254037844386
concerning,10,10,1,3.7,1.888562063228706
concert,9,9,1,2.3333333333333335,1.3228756555322954
conch,10,10,1,3.6,1.577621275493231
concise,10,10,1,3.1,1.286683937707919
conciseness,10,10,1,2.9,1.7919573407620817
conclude,10,10,1,3.4,2.065591117977289
conclusion,10,10,1,3.6,2.065591117977289
conclusive,9,9,1,2.5555555555555554,1.2360330811826103
concordance,10,10,1,2.1,1.1005049346146119
concourse,9,9,1,2.7777777777777777,1.7873008824606014
concrete,10,10,1,3.9,2.378141197564929
concubine,10,10,1,2.9,1.911950719959998
concur,10,10,1,3.2,2.250925735484551
concurrent,9,10,0.9,4.777777777777778,1.922093765778466
concussion,10,10,1,3.9,1.5238839267549948
condemn,10,10,1,4.1,1.9692073983655907
condemnation,12,12,1,3.1666666666666665,1.3371158468430429
condensation,10,10,1,3.4,2.065591117977289
condense,11,11,1,4.545454545454546,1.916436086262016
condensed,10,10,1,4.1,2.0248456731316584
condescend,10,10,1,4.4,0.9660917830792959
condescendence,8,8,1,2.125,1.7268882005337975
condiment,10,10,1,2.7,2.406010991015812
condition,10,10,1,2.5,1.5811388300841898
conditional,10,10,1,3.3,2.3118054512532935
conditioned,10,10,1,2.4,1.2649110640673518
conditioner,10,10,1,2.8,2.0976176963403033
conditioning,10,10,1,3.1,2.282785822435191
condo,10,10,1,2.5,1.9578900207451218
condolence,9,9,1,3.3333333333333335,1.5811388300841898
condom,10,10,1,2.9,2.1317702607092643
condone,10,10,1,2.8,1.4757295747452437
condor,9,10,0.9,2.7777777777777777,1.986062547968831
conduct,10,10,1,2.9,1.911950719959998
conductive,10,10,1,2.6,1.8973665961010275
cone,11,11,1,3.727272727272727,2.3276988246295565
confect,10,11,0.9090909090909091,2,0.816496580927726
confederate,10,10,1,3.4,1.6465452046971292
confer,10,10,1,2.7,1.5670212364724212
conference,11,11,1,3.1818181818181817,1.7786613965666325
confess,10,10,1,2.8,1.6865480854231356
confession,10,10,1,3.1,1.66332999331662
confetti,10,10,1,4.6,1.6465452046971292
confidant,10,11,0.9090909090909091,4.5,1.8408935028645435
confide,10,10,1,2.9,1.66332999331662
confidence,9,9,1,4.111111111111111,2.1473497877875207
confident,10,10,1,2.9,1.7919573407620817
confiding,9,9,1,2.6666666666666665,1.4142135623730951
confine,10,10,1,3.6,1.2649110640673518
confirm,10,10,1,3.3,2.1628170930011112
confirmation,10,10,1,3.2,1.4757295747452437
confirmatory,10,10,1,3.5,2.173067468400883
confirmed,9,9,1,2.111111111111111,1.2692955176439846
confiscate,9,9,1,4.222222222222222,2.1081851067789197
conflict,10,10,1,3.8,1.5491933384829668
conflicting,10,10,1,4.1,1.728840330651992
conform,10,10,1,4.3,1.636391694484477
conformity,10,10,1,3.4,1.2649110640673518
confound,10,10,1,3.1,1.5238839267549948
confounded,10,10,1,2.8,0.7888106377466155
confront,10,10,1,3,1.699673171197595
confrontation,10,10,1,3.3,1.636391694484477
confuse,11,11,1,2.909090909090909,2.3432688900143517
confusing,8,9,0.8888888888888888,2.25,1.164964745021435
confusion,10,10,1,3.3,1.4181364924121764
congestion,10,10,1,4,1.4907119849998598
congrats,10,10,1,3.2,2.250925735484551
congratulate,10,10,1,3.4,1.577621275493231
congratulation,9,9,1,3.2222222222222223,2.279132388529557
congratulatory,11,11,1,3.8181818181818183,2.0404990476930793
congregate,9,9,1,3,1.8708286933869707
congress,10,10,1,2.6,1.7126976771553504
congruent,11,11,1,3.272727272727273,2.1489955370316194
congruity,9,9,1,2.2222222222222223,1.6414763002993509
congruous,10,11,0.9090909090909091,3.4,1.429840705968481
conjecture,10,10,1,3.3,1.946506842754191
conjoin,9,9,1,3.3333333333333335,1.5
conjunctive,10,11,0.9090909090909091,2.2,1.5491933384829668
conjuncture,10,11,0.9090909090909091,3,1.7638342073763937
conjure,9,9,1,3.3333333333333335,1.8027756377319946
connect,10,10,1,4.3,2.057506581601462
connected,9,9,1,4.222222222222222,2.1081851067789197
connection,10,10,1,3.3,2.110818693198342
connective,10,10,1,3.1,1.5238839267549948
connotative,9,9,1,2,0.7071067811865476
conquer,10,10,1,4.3,2.110818693198342
conqueror,10,10,1,4,2.0548046676563256
conquest,9,9,1,3.888888888888889,1.4529663145135578
conscience,10,10,1,4,1.7638342073763937
conscientious,10,11,0.9090909090909091,4,1.8257418583505538
conscionable,10,11,0.9090909090909091,3,1.632993161855452
conscious,10,10,1,3.3,1.5670212364724212
consciousness,10,10,1,2.2,1.7511900715418263
consecrate,11,12,0.9166666666666666,4.363636363636363,1.2862913567871994
consecutive,10,10,1,2.6,1.429840705968481
consensual,10,10,1,3.1,1.7919573407620817
consent,10,10,1,4,1.632993161855452
consequence,9,9,1,2.7777777777777777,1.922093765778466
consequential,10,10,1,3.3,2.2135943621178655
consequently,9,9,1,2.2222222222222223,1.6414763002993509
conservative,10,10,1,4.1,1.8529256146249728
conserve,10,10,1,3.4,1.6465452046971292
consider,10,10,1,3.7,2.110818693198342
considerable,11,11,1,3.909090909090909,2.3432688900143517
considerably,9,10,0.9,3,1.6583123951777
considerate,10,10,1,3.4,2.3190036174568114
consideration,9,9,1,2.111111111111111,1.4529663145135578
considered,10,10,1,3.3,2.0027758514399734
considering,10,10,1,2.9,1.1972189997378648
consignment,11,11,1,2.6363636363636362,1.3618169680781094
consist,10,10,1,3.3,1.888562063228706
consistent,10,10,1,2.7,1.4944341180973264
consolation,10,10,1,3,2
console,11,11,1,3.090909090909091,1.300349603340998
consolidate,10,10,1,3.8,2.2010098692292237
consort,10,10,1,3.1,2.0789954839350235
conspicuous,7,7,1,3.5714285714285716,1.8126539343499315
conspiracy,10,10,1,3.1,1.286683937707919
conspirator,8,8,1,3.875,1.5526475085202969
conspire,10,10,1,3.8,1.9321835661585918
constant,9,9,1,3.7777777777777777,1.3017082793177757
constellation,10,10,1,3.4,2.4585451886114367
constipation,10,10,1,2.9,2.2335820757001272
constitute,10,10,1,3.9,1.728840330651992
constitutionalism,9,10,0.9,2.7777777777777777,2.386303510546059
constitutionality,10,10,1,4.1,2.5144029554194813
constrain,9,9,1,3.2222222222222223,1.7159383568311668
constrict,9,9,1,4.444444444444445,2.0069324297987157
construct,10,10,1,3.8,1.9888578520235065
construction,10,10,1,3.6,2.2211108331943574
constructivism,10,10,1,4.1,1.7919573407620817
consul,10,10,1,3.8,1.6193277068654826
consult,10,10,1,3.1,1.911950719959998
consultant,10,10,1,2.4,1.505545305418162
consultation,11,11,1,3,1.8439088914585775
consulting,10,10,1,2.9,1.728840330651992
consume,10,10,1,4.1,1.728840330651992
consummate,9,9,1,2.111111111111111,1.536590742882148
consumptive,10,11,0.9090909090909091,2.6,1.2649110640673518
contact,10,10,1,3.4,1.9550504398153574
contagion,10,10,1,4,1.7638342073763937
contagious,10,10,1,4.8,1.1352924243950935
contain,9,9,1,3.4444444444444446,1.130388330520878
container,10,10,1,3.9,2.2335820757001272
contaminate,9,9,1,3.5555555555555554,2.351122663277647
contamination,9,9,1,4.222222222222222,2.048034287907418
contemplate,10,10,1,3.9,1.5951314818673865
contemplation,10,11,0.9090909090909091,2.3,1.70293863659264
contemplative,9,9,1,3.3333333333333335,2.179449471770337
contemporary,10,10,1,2.7,1.2516655570345725
contempt,10,10,1,2.2,1.4757295747452437
contemptible,10,10,1,2.1,1.66332999331662
contend,10,10,1,2.7,0.8232726023485646
content,9,9,1,3.5555555555555554,2.0069324297987157
contention,10,10,1,2.8,1.1352924243950935
contentious,10,11,0.9090909090909091,2.8,1.5491933384829668
contentment,10,10,1,2.5,2.068278940998476
contest,10,10,1,3.5,1.6499158227686108
contestation,10,10,1,2.2,1.6865480854231356
context,10,10,1,2.9,1.9692073983655907
continent,10,10,1,3.1,2.183269719175042
contingence,9,9,1,2.111111111111111,1.2692955176439846
contingent,10,10,1,2.8,1.4757295747452437
continually,9,9,1,3.888888888888889,2.088327347690278
continuation,9,9,1,4.888888888888889,1.2692955176439846
continue,10,10,1,2.8,1.6193277068654826
continued,10,10,1,3,1.7638342073763937
continuity,10,10,1,3.4,1.6465452046971292
continuous,10,10,1,4.1,0.8755950357709131
contour,9,9,1,3.4444444444444446,1.9436506316151
contraband,10,10,1,4.1,2.4244128727957577
contract,9,9,1,2.7777777777777777,1.922093765778466
contracted,10,10,1,3.1,2.0789954839350235
contraction,10,10,1,4.1,1.8529256146249728
contractor,10,10,1,2.4,1.2649110640673518
contradict,10,10,1,2.6,1.1737877907772674
contradiction,10,10,1,3,1.632993161855452
contradictive,9,9,1,3.4444444444444446,2.185812841434
contradictory,10,10,1,3.6,1.429840705968481
contraption,10,10,1,3.8,1.6865480854231356
contrary,10,10,1,2.2,1.8135294011647258
contrast,8,9,0.8888888888888888,3,1.6035674514745464
contribute,10,10,1,3.4,2.2211108331943574
contribution,10,10,1,3.1,2.282785822435191
control,7,7,1,3.2857142857142856,1.9760470401187074
controller,10,10,1,3,1.7638342073763937
controversial,9,9,1,3.3333333333333335,1.9364916731037085
controversy,10,10,1,4.2,1.9321835661585918
convene,10,10,1,3.5,1.509230856356236
convenience,9,9,1,2.888888888888889,1.7638342073763937
convenient,10,10,1,2.3,1.4181364924121764
convent,11,11,1,3.4545454545454546,1.5075567228888183
conventional,10,10,1,2.7,2.0027758514399734
conventionalism,10,11,0.9090909090909091,2.9,1.9692073983655907
converge,10,10,1,3.6,1.837873166945363
conversation,9,9,1,4.111111111111111,1.8333333333333333
conversational,11,11,1,3.909090909090909,2.119176512447486
converse,9,9,1,4.333333333333333,1.5811388300841898
convert,10,10,1,4,1.8257418583505538
convertible,10,10,1,3.5,2.173067468400883
convex,8,9,0.8888888888888888,3.625,1.9226098333849673
convey,10,10,1,3.2,1.8737959096740262
convict,9,9,1,4,2
conviction,10,10,1,4.1,1.911950719959998
convince,10,10,1,2.6,1.0749676997731399
convincing,9,9,1,2.6666666666666665,2.345207879911715
convoluted,10,11,0.9090909090909091,3.1,2.1317702607092643
convolution,9,9,1,3,1.9364916731037085
convoy,11,12,0.9166666666666666,2.6363636363636362,1.5015143870590966
convulse,9,9,1,4.333333333333333,1.6583123951777
convulsion,10,10,1,3,2.0548046676563256
coo,9,9,1,5,2.345207879911715
cook,9,9,1,3.888888888888889,1.964971020425266
cookbook,10,10,1,3.7,2.057506581601462
cooker,10,10,1,3.2,2.2997584414213788
cookie,10,10,1,3.4,2.1186998109427604
cooking,9,9,1,4.111111111111111,2.5221243250702594
cookout,11,11,1,3.8181818181818183,2.0404990476930793
cool,10,10,1,5.3,1.5670212364724212
coolant,10,11,0.9090909090909091,3.6,1.9550504398153574
cooler,11,11,1,5.090909090909091,1.5782614139961386
coop,10,10,1,3.9,1.728840330651992
cooperate,9,9,1,3.3333333333333335,1.8027756377319946
cooperation,9,9,1,3.2222222222222223,1.3944333775567925
cooperative,9,9,1,4.222222222222222,1.3017082793177757
cop,10,10,1,3.8,1.8737959096740262
cope,10,10,1,3.1,1.8529256146249728
copier,9,10,0.9,3,1.7320508075688772
copilot,10,10,1,3.7,2.3118054512532935
coping,10,10,1,3,1.8856180831641267
copper,9,9,1,4.666666666666667,1.7320508075688772
copy,9,9,1,3.5555555555555554,1.6666666666666667
copyright,10,10,1,3.6,2.2211108331943574
coral,10,10,1,3.2,2.3475755815545347
cord,10,10,1,3.3,2.110818693198342
cordiality,10,10,1,2.3,1.3374935098492586
cordless,10,10,1,4.4,2.6749870196985173
corduroy,10,11,0.9090909090909091,2.6,2.1705094128132942
core,10,10,1,4.2,0.9189365834726815
cork,10,10,1,4.8,1.8135294011647258
corked,10,10,1,4.3,1.70293863659264
corkscrew,10,10,1,4.7,2.496664441476534
corn,10,10,1,3.3,2.057506581601462
cornea,10,10,1,2.5,1.90029237516523
corner,10,10,1,5.1,1.728840330651992
cornered,11,11,1,4.181818181818182,1.6011359603844901
cornerstone,10,10,1,3.8,2.0976176963403033
cornfield,9,9,1,5.333333333333333,1.8027756377319946
cornflower,10,11,0.9090909090909091,3.6,2.6331223544175333
corny,10,10,1,4.2,1.7511900715418263
coronary,11,11,1,2.8181818181818183,1.8877596148970779
coroner,10,10,1,2.7,1.5670212364724212
corporal,10,11,0.9090909090909091,3.4,1.577621275493231
corporate,10,10,1,2.7,1.8287822299126937
corps,10,10,1,2.3,1.0593499054713802
corpse,10,10,1,2.7,1.5670212364724212
corral,9,9,1,3.111111111111111,2.088327347690278
correct,11,11,1,2.6363636363636362,1.5666989036012806
correction,10,10,1,3.8,2.0976176963403033
corrective,10,10,1,3.2,1.8135294011647258
correlate,10,10,1,3.8,2.0976176963403033
correlation,11,11,1,2.8181818181818183,1.6011359603844901
correlative,10,10,1,3.3,1.636391694484477
correspond,10,10,1,3.9,1.5238839267549948
correspondence,10,10,1,3.3,2.263232692902394
corridor,8,8,1,3,1.8516401995451028
corroborate,9,10,0.9,4.444444444444445,1.2360330811826103
corrode,10,10,1,4.1,2.0248456731316584
corrosive,9,10,0.9,3.7777777777777777,1.5634719199411433
corrupt,9,9,1,5.111111111111111,1.1666666666666667
corruptible,10,10,1,4.1,2.0789954839350235
corruption,10,10,1,4.1,2.0248456731316584
corsage,10,10,1,2.5,1.7795130420052185
corset,10,10,1,3.5,1.6499158227686108
cortex,9,10,0.9,3.7777777777777777,1.922093765778466
corvette,10,10,1,3.5,1.90029237516523
cosmetic,11,11,1,4.090909090909091,1.7580981459830651
cosmic,10,10,1,3.9,1.911950719959998
cosmology,9,9,1,2.7777777777777777,1.7159383568311668
cosmopolitan,9,9,1,3.4444444444444446,2.185812841434
cosmos,9,9,1,4,2.29128784747792
cost,10,10,1,3.2,1.8737959096740262
costly,10,10,1,3.7,1.4944341180973264
costume,10,10,1,2.9,1.8529256146249728
cot,9,10,0.9,3.5555555555555554,2.4037008503093262
cottage,10,10,1,4.4,2.1186998109427604
cotton,10,10,1,2.2,1.8737959096740262
couch,10,10,1,3.1,1.3703203194062976
cougar,10,10,1,3.8,2.1499353995462798
cough,10,10,1,6,1.247219128924647
could,10,10,1,1.6,1.2649110640673518
council,11,11,1,3.4545454545454546,1.7529196424044293
counsel,11,11,1,3.727272727272727,1.6787441193290353
counselor,10,10,1,3.7,2.057506581601462
count,9,9,1,3.111111111111111,1.4529663145135578
countable,10,10,1,3.6,1.8973665961010275
countdown,10,10,1,4,2.211083193570267
counter,10,10,1,3.4,2.270584848790187
counterattack,10,10,1,3.8,1.7511900715418263
counterbalance,10,10,1,4.3,1.8287822299126937
counterfeit,10,10,1,3.4,1.577621275493231
counterpart,7,7,1,4,2.0816659994661326
counterpoint,10,10,1,4.5,2.223610677354389
countess,10,10,1,3.7,1.5670212364724212
countless,11,11,1,3.5454545454545454,1.916436086262016
country,9,9,1,4.333333333333333,2.345207879911715
countryman,10,10,1,4.6,2.270584848790187
countryside,10,10,1,4.7,1.946506842754191
county,10,10,1,2.5,1.35400640077266
coup,10,10,1,3.4,1.6465452046971292
couple,10,10,1,3.9,1.5951314818673865
coupling,10,10,1,4.1,1.5951314818673865
coupon,11,11,1,2.6363636363636362,1.9632996344280855
courage,10,10,1,3.1,1.3703203194062976
courageous,10,10,1,3.4,1.9550504398153574
course,8,8,1,3.25,1.9820624179302297
court,10,10,1,3.3,2.406010991015812
courteous,10,10,1,3.9,1.1005049346146119
courtesy,10,10,1,2.9,1.5238839267549948
courthouse,10,10,1,3.6,2.1705094128132942
courtly,9,9,1,3.2222222222222223,1.6414763002993509
courtroom,10,11,0.9090909090909091,3.7,2.3118054512532935
courtship,9,9,1,2.2222222222222223,1.922093765778466
courtyard,10,10,1,3,1.4142135623730951
cousin,10,10,1,2.1,1.286683937707919
cove,11,11,1,3.727272727272727,1.555050423035156
covenant,10,10,1,3.1,1.5951314818673865
cover,10,10,1,3.8,1.8135294011647258
coverage,9,9,1,3.6666666666666665,2.0615528128088303
coverall,9,10,0.9,3.2222222222222223,1.6414763002993509
covering,9,9,1,2.5555555555555554,1.509230856356236
covert,9,9,1,4.333333333333333,1.8708286933869707
covet,9,9,1,2.2222222222222223,1.3017082793177757
cow,10,10,1,5.2,1.9321835661585918
coward,9,9,1,3.888888888888889,1.8333333333333333
cowardice,9,10,0.9,3.5555555555555554,2.1278575558006176
cowardly,10,10,1,4.1,1.911950719959998
cowbell,10,10,1,4.3,2.0027758514399734
cowboy,9,9,1,3,1.9364916731037085
cower,10,10,1,4.1,1.911950719959998
cowgirl,10,10,1,3.1,1.8529256146249728
cowl,11,11,1,3.6363636363636362,2.2922795323750234
coyote,10,11,0.9090909090909091,2.6,1.429840705968481
cozy,10,10,1,5.3,1.4944341180973264
crab,10,10,1,4,1.5634719199411433
crabby,10,10,1,4.6,2.1705094128132942
crack,10,10,1,5.4,1.577621275493231
cracked,11,11,1,5.454545454545454,1.5075567228888183
cracker,10,11,0.9090909090909091,4.4,1.776388345929897
crackle,10,10,1,6.7,0.48304589153964794
crackling,10,10,1,5.8,1.7511900715418263
cradle,10,10,1,4.4,2.6331223544175333
craft,10,10,1,3.2,1.8135294011647258
crafty,10,10,1,4.2,1.6865480854231356
crag,9,10,0.9,5,1.3228756555322954
craggy,9,10,0.9,4.222222222222222,2.279132388529557
cram,10,10,1,5.1,1.5951314818673865
cramp,10,10,1,5.2,1.5491933384829668
cranberry,10,10,1,3,2
crane,10,10,1,4.1,1.1972189997378648
cranium,10,10,1,3.2,1.6865480854231356
crank,10,10,1,4.8,1.9321835661585918
cranky,9,9,1,5,2.0615528128088303
crap,10,10,1,5.7,1.2516655570345725
crappy,10,10,1,5.4,0.9660917830792959
crash,10,10,1,5.2,1.9888578520235065
crashing,10,10,1,4.4,2.1705094128132942
crass,10,10,1,3.5,1.6499158227686108
crate,10,10,1,3.8,1.5491933384829668
crater,10,10,1,5,1.1547005383792515
crave,10,10,1,3.8,1.4757295747452437
craving,10,10,1,3.1,2.1317702607092643
crawfish,9,9,1,4.333333333333333,2
crawl,11,11,1,3.3636363636363638,2.013590190318143
crawler,10,10,1,4.4,2.0110804171997807
crayfish,10,10,1,2.9,1.911950719959998
crayon,10,10,1,2.4,1.776388345929897
craze,9,9,1,4.666666666666667,1.7320508075688772
crazed,10,10,1,4.7,2.263232692902394
crazy,9,9,1,4,2.3979157616563596
creak,10,10,1,6.8,0.6324555320336759
creaky,9,9,1,6,1.3228756555322954
cream,10,10,1,3.7,2.057506581601462
creamer,10,10,1,4.5,2.0138409955990952
creamy,10,10,1,5.9,0.8755950357709131
crease,10,10,1,3.1,1.5951314818673865
create,10,10,1,3.3,1.888562063228706
creation,10,10,1,3.6,1.9550504398153574
creationism,11,11,1,2.3636363636363638,1.8586407545691703
creative,10,10,1,4.2,1.5491933384829668
creativity,10,10,1,3.4,0.9660917830792959
creator,9,9,1,3.2222222222222223,1.7159383568311668
creature,11,11,1,3.909090909090909,1.5782614139961386
credence,10,12,0.8333333333333334,2.2,0.9189365834726815
credential,10,10,1,3.3,2.2135943621178655
credibility,11,11,1,3.1818181818181817,2.088931871468374
credible,10,10,1,3.1,1.728840330651992
credit,10,10,1,3.3,1.888562063228706
creditable,10,11,0.9090909090909091,3.2,1.5491933384829668
creditor,8,8,1,2.125,0.9910312089651149
credulous,10,10,1,2.7,1.70293863659264
creed,10,11,0.9090909090909091,3.1,1.728840330651992
creek,10,10,1,5,2.309401076758503
creep,9,9,1,5.111111111111111,1.4529663145135578
creeper,10,11,0.9090909090909091,4.6,1.6465452046971292
creeping,10,10,1,5.1,1.5951314818673865
creepy,10,10,1,5.8,0.7888106377466155
cremate,7,7,1,3.7142857142857144,1.7994708216848747
crematory,9,10,0.9,3.5555555555555554,2.068278940998476
crepe,10,10,1,3.4,2.270584848790187
crescent,9,9,1,4.111111111111111,2.0275875100994063
crest,10,10,1,3.4,1.577621275493231
cretin,10,10,1,3.8,1.8737959096740262
crevasse,8,9,0.8888888888888888,4.375,2.1339098923270936
crevice,10,10,1,4.1,2.0789954839350235
