word,n_ratings,n,prop_known,rating,rating_sd
admissible,10,10,1,2.4,1.0749676997731399
admission,10,10,1,3,1.8856180831641267
admit,10,10,1,3.5,2.068278940998476
admittance,10,10,1,3.1,1.449137674618944
admittedly,10,10,1,2.9,1.5951314818673865
admonish,9,10,0.9,3.6666666666666665,1.8027756377319946
adolescence,10,10,1,2.3,1.8287822299126937
adolescent,10,10,1,2.9,1.728840330651992
adopt,10,10,1,3,1.4142135623730951
adoptable,10,10,1,3.5,1.509230856356236
adoption,10,10,1,2.9,1.728840330651992
adoptive,10,10,1,2.9,1.5951314818673865
adorable,10,10,1,4.7,2.3118054512532935
adoration,10,10,1,3.3,2.0027758514399734
adore,10,10,1,3.5,1.8408935028645435
adorn,10,10,1,2.9,1.728840330651992
adrenaline,8,8,1,2.625,1.5979898086569353
adult,10,10,1,2.6,1.837873166945363
adulterer,9,9,1,3.6666666666666665,2.3979157616563596
adulterous,10,10,1,3.7,2.1628170930011112
adultery,10,10,1,3.2,2.2010098692292237
advance,9,9,1,3.888888888888889,2.1473497877875207
advanced,10,10,1,2.6,1.776388345929897
advancement,10,10,1,3.4,2.6749870196985173
advantage,10,10,1,4.1,1.8529256146249728
advantageous,10,10,1,3.8,2.043961295567452
advent,9,10,0.9,2.6666666666666665,1.4142135623730951
adventure,9,9,1,3.6666666666666665,2.3979157616563596
adventurer,10,10,1,5.1,1.286683937707919
adventuresome,9,9,1,3.7777777777777777,1.855921454276674
adventurous,10,10,1,3.9,2.378141197564929
adverb,10,10,1,2.4,1.6465452046971292
adversary,9,9,1,3.3333333333333335,1.118033988749895
adverse,9,10,0.9,2.888888888888889,1.964971020425266
adversity,10,10,1,2.4,1.7126976771553504
advertise,10,10,1,2.4,1.3498971154211057
advertisement,11,11,1,4.090909090909091,2.2115399817568506
advice,10,10,1,4.1,1.1972189997378648
advisable,10,10,1,3.4,2.065591117977289
advise,11,11,1,2.8181818181818183,1.9908883353006928
advised,10,10,1,4.2,1.8737959096740262
advisedly,10,12,0.8333333333333334,2.7,1.888562063228706
adviser,10,10,1,3.9,1.5951314818673865
advisory,10,10,1,2.7,1.5670212364724212
aerial,9,9,1,2.888888888888889,1.964971020425266
aerobic,10,10,1,4,1.247219128924647
aerosol,10,10,1,3.7,1.70293863659264
aesthetical,10,10,1,3.9,1.5238839267549948
aesthetically,10,10,1,2.9,2.1317702607092643
aestheticism,10,11,0.9090909090909091,3.3,1.8287822299126937
affable,9,9,1,3.111111111111111,1.6158932858054431
affair,10,10,1,2.7,1.4944341180973264
affect,10,10,1,3.4,1.837873166945363
affecting,10,10,1,3.2,1.9321835661585918
affection,10,10,1,3.1,2.0789954839350235
affectionate,9,9,1,4,1.8027756377319946
affective,9,9,1,3.4444444444444446,2.7436796055257213
affiliate,9,9,1,2,1.224744871391589
affirmation,9,10,0.9,3.3333333333333335,2.179449471770337
afflict,9,10,0.9,2.6666666666666665,2.29128784747792
affliction,10,10,1,3.6,2.0110804171997807
affluent,10,10,1,3.7,1.636391694484477
afford,10,10,1,3.1,1.66332999331662
affordable,9,9,1,4.111111111111111,2.260776661041756
affront,10,11,0.9090909090909091,2.2,1.3165611772087666
afloat,10,10,1,4.4,1.776388345929897
afore,10,11,0.9090909090909091,2.5,1.5811388300841898
afraid,10,10,1,3.6,2.270584848790187
African,10,10,1,4.7,2.6687491868330793
after,9,9,1,3,1.7320508075688772
afterbirth,10,10,1,4.5,2.273030282830976
afterlife,10,10,1,5.1,1.728840330651992
aftermath,8,8,1,2.875,1.807721533549109
afternoon,9,9,1,3.3333333333333335,2.5495097567963922
aftershave,10,10,1,4.7,1.888562063228706
aftertaste,10,10,1,4.1,1.9692073983655907
again,9,9,1,1.5555555555555556,0.7264831572567789
against,10,10,1,3,2.160246899469287
age,10,10,1,3.3,2.057506581601462
ageless,10,10,1,3.5,2.6352313834736494
agency,10,10,1,3.1,1.5951314818673865
agenda,10,10,1,2.5,1.8408935028645435
agent,10,10,1,3.3,1.4181364924121764
agglomerate,9,10,0.9,2.5555555555555554,2.1278575558006176
aggravate,10,10,1,4.2,2.1499353995462798
aggravation,9,9,1,4.444444444444445,1.5898986690282426
aggregate,10,10,1,1.9,0.7378647873726218
aggression,10,10,1,3.3,1.766981104093143
aggressive,9,9,1,3.7777777777777777,1.986062547968831
aggressor,9,9,1,4,1.6583123951777
aggrieve,10,12,0.8333333333333334,2.9,1.9692073983655907
aggrieved,10,10,1,2.9,1.286683937707919
agile,10,10,1,4.1,2.0248456731316584
agility,10,10,1,3,1.5634719199411433
agitate,10,10,1,3.5,2.0138409955990952
agitation,10,10,1,3.7,1.946506842754191
agnostic,10,11,0.9090909090909091,4.2,2.1499353995462798
ago,9,10,0.9,3.111111111111111,2.204792759220492
agonistic,10,10,1,3.2,1.4757295747452437
agonize,10,10,1,4.4,1.429840705968481
agonizing,10,10,1,4.1,1.7919573407620817
agony,10,10,1,3.3,1.5670212364724212
agree,9,9,1,3.4444444444444446,2.2973414586817036
agreeable,9,9,1,3.888888888888889,2.204792759220492
agreed,10,10,1,3.6,2.0110804171997807
agreement,9,9,1,3.6666666666666665,1.8027756377319946
agriculture,10,10,1,3.6,2.1705094128132942
ahead,11,11,1,3.8181818181818183,2.088931871468374
ahem,8,8,1,6.125,1.4577379737113252
aid,10,10,1,4.4,1.7126976771553504
aide,10,10,1,3.4,1.6465452046971292
ailing,9,9,1,2.6666666666666665,1.4142135623730951
ailment,10,10,1,4.9,1.5951314818673865
aim,10,10,1,3.8,1.8135294011647258
aimless,10,10,1,3,2.1081851067789197
air,10,10,1,3.3,2.406010991015812
airborne,9,9,1,3.888888888888889,2.0275875100994063
aircraft,10,10,1,3.9,2.5582111805799856
airfield,8,8,1,3.125,2.03100960115899
airflow,10,10,1,3.8,2.3944379994757297
airlift,8,8,1,4.25,2.2519832529192065
airline,10,10,1,3.1,2.330951164939612
airplane,10,10,1,3.3,2.0027758514399734
airport,10,10,1,4.3,2.057506581601462
airstrip,10,10,1,3.9,2.282785822435191
airway,10,10,1,4.6,1.6465452046971292
aisle,9,9,1,2.6666666666666665,1.118033988749895
alarm,10,10,1,4.6,1.429840705968481
alarming,10,10,1,5.1,2.0789954839350235
alas,9,9,1,2.3333333333333335,1.224744871391589
albeit,10,11,0.9090909090909091,4,1.8257418583505538
albino,10,10,1,3.5,2.173067468400883
album,10,10,1,2.1,1.3703203194062976
alcohol,8,8,1,2.75,1.0350983390135313
alcoholic,10,10,1,3.5,1.5811388300841898
alcoholism,9,9,1,4.111111111111111,2.5221243250702594
alcove,9,10,0.9,4.222222222222222,1.922093765778466
ale,10,10,1,2.6,1.577621275493231
alert,11,11,1,4.363636363636363,1.5666989036012806
alfalfa,10,10,1,3.7,2.110818693198342
algae,10,10,1,2.1,1.5951314818673865
algebra,10,10,1,2.6,1.776388345929897
alias,10,10,1,2.8,1.6865480854231356
alien,10,10,1,3.9,2.1317702607092643
alienable,10,10,1,3.4,2.1186998109427604
alienate,10,10,1,4.2,1.7511900715418263
alienation,9,9,1,3.5555555555555554,2.242270674512285
align,10,10,1,4.3,2.0027758514399734
alike,11,11,1,4.090909090909091,2.0714509627092528
alive,10,10,1,3.7,1.946506842754191
alkaline,9,9,1,2.2222222222222223,1.6414763002993509
all,10,10,1,3.4,2.3664319132398464
allegation,9,9,1,2.4444444444444446,1.740051084818425
allege,8,9,0.8888888888888888,2.875,1.6420805617960927
alleged,11,11,1,2.5454545454545454,1.3684762594679065
allegedly,10,10,1,2.6,1.837873166945363
allegiance,9,9,1,3,0.8660254037844386
allegorical,10,10,1,2.1,1.1972189997378648
allegory,10,10,1,1.8,0.7888106377466155
allergic,9,9,1,3.2222222222222223,2.3333333333333335
allergy,10,10,1,2.5,1.509230856356236
alleviate,10,10,1,3.1,1.9692073983655907
alley,10,10,1,3.4,2.3664319132398464
alliance,10,10,1,3.3,1.888562063228706
allied,10,10,1,3.4,1.776388345929897
allies,10,10,1,3.7,1.888562063228706
alligator,9,9,1,3.888888888888889,1.7638342073763937
allocable,10,12,0.8333333333333334,2.2,1.7511900715418263
allocate,10,10,1,3.4,1.837873166945363
allow,10,10,1,4.1,2.2335820757001272
allowable,10,10,1,3.8,1.6193277068654826
allowance,9,9,1,3.7777777777777777,2.1666666666666665
allude,10,10,1,3.9,1.8529256146249728
allure,9,9,1,3.111111111111111,1.6914819275153699
alluring,10,11,0.9090909090909091,4.1,1.728840330651992
allusion,10,10,1,4.6,1.776388345929897
allusive,10,10,1,2.8,1.8135294011647258
ally,10,10,1,3.9,1.911950719959998
almighty,10,10,1,4.7,1.946506842754191
almond,11,11,1,2.909090909090909,2.119176512447486
almost,11,11,1,3.4545454545454546,2.2074254852038093
aloe,10,10,1,4.3,2.359378449224852
aloha,10,10,1,4.2,2.1499353995462798
alone,10,10,1,3.3,1.888562063228706
along,10,10,1,2.6,2.1705094128132942
aloof,9,9,1,4.888888888888889,1.1666666666666667
aloud,9,9,1,4.444444444444445,1.5898986690282426
alpaca,11,11,1,3.5454545454545454,2.2074254852038093
alpha,10,10,1,4.8,2.250925735484551
alphabet,10,10,1,2.8,2.3944379994757297
alphabetical,8,8,1,2.625,1.9226098333849673
already,10,10,1,2.9,1.8529256146249728
also,10,10,1,3.2,1.6193277068654826
altar,9,9,1,2.6666666666666665,1.6583123951777
alter,10,10,1,2.9,1.9692073983655907
alteration,10,10,1,2.7,1.3374935098492586
altercation,10,10,1,3.7,1.8287822299126937
alternate,9,9,1,3.7777777777777777,2.048034287907418
alternative,9,9,1,4.222222222222222,2.223610677354389
although,10,10,1,2.9,1.728840330651992
altitude,10,11,0.9090909090909091,3.1,1.728840330651992
altruism,9,10,0.9,2.5555555555555554,1.8104634152000358
altruistic,9,9,1,2.888888888888889,2.1473497877875207
aluminum,10,10,1,3.5,2.068278940998476
always,9,9,1,2.2222222222222223,1.3944333775567925
am,9,9,1,2.2222222222222223,1.986062547968831
amalgamate,9,11,0.8181818181818181,3.111111111111111,1.964971020425266
amaretto,9,9,1,1.7777777777777777,1.3944333775567925
amass,10,11,0.9090909090909091,3,2
amateur,9,9,1,2.5555555555555554,1.8104634152000358
amateurish,10,10,1,2.8,2.043961295567452
amateurism,10,10,1,2.2,1.8737959096740262
amaze,11,11,1,3.5454545454545454,1.8635254955935732
amazed,10,10,1,3.9,2.1317702607092643
amazement,10,10,1,3,1.4907119849998598
amazing,11,11,1,4.545454545454546,2.1616492020508953
ambassador,10,10,1,3.4,1.6465452046971292
amber,10,10,1,3.6,2.270584848790187
ambience,10,11,0.9090909090909091,3.7,2.057506581601462
ambient,11,12,0.9166666666666666,3.4545454545454546,1.5075567228888183
ambiguity,10,10,1,3.3,1.8287822299126937
ambiguous,10,10,1,2.3,1.5670212364724212
ambition,10,10,1,3.5,1.6499158227686108
ambitious,9,9,1,3,1.8708286933869707
amble,10,11,0.9090909090909091,2.7,1.946506842754191
ambulance,9,9,1,2.2222222222222223,1.2018504251546631
ambush,10,10,1,4.5,1.0801234497346435
amen,10,10,1,3,1.3333333333333333
amendatory,10,12,0.8333333333333334,2,1.5634719199411433
amendment,11,11,1,3.6363636363636362,2.157439559882375
amends,9,9,1,3.7777777777777777,2.5873624493766707
America,10,10,1,5,2.449489742783178
American,10,10,1,5.5,2.223610677354389
Americanize,10,10,1,4.9,1.449137674618944
amiable,9,10,0.9,3,2.1213203435596424
amicable,10,11,0.9090909090909091,3.6,1.9550504398153574
amidst,10,10,1,3.6,1.837873166945363
amiss,10,10,1,4.1,1.9692073983655907
ammo,10,10,1,4.1,2.1317702607092643
ammonia,10,11,0.9090909090909091,3.2,1.8737959096740262
ammunition,10,10,1,2.5,1.6499158227686108
amnesia,10,10,1,3,2
amnesty,10,10,1,2.3,1.70293863659264
among,10,10,1,3.3,2.0027758514399734
amongst,9,9,1,2.111111111111111,1.536590742882148
amoral,10,11,0.9090909090909091,3.5,1.8408935028645435
amorous,10,11,0.9090909090909091,3.2,1.9321835661585918
amount,9,9,1,2.5555555555555554,1.3333333333333333
amour,10,10,1,3.3,2.110818693198342
amp,10,10,1,5,2.0548046676563256
amphibian,10,10,1,2.4,1.8973665961010275
amplifier,10,10,1,3.6,1.3498971154211057
amplify,10,10,1,4.3,1.4944341180973264
amplitude,10,10,1,3.3,2.359378449224852
amputate,11,11,1,4.090909090909091,1.5782614139961386
amputee,11,11,1,3.5454545454545454,2.1616492020508953
amuse,9,9,1,2.7777777777777777,1.2018504251546631
amused,9,9,1,2.6666666666666665,1.8708286933869707
amusement,8,8,1,3,1.8516401995451028
amusing,9,10,0.9,3.5555555555555554,1.509230856356236
an,10,10,1,2.6,2.590581230363393
anaconda,9,9,1,4.666666666666667,2.0615528128088303
anagram,10,10,1,2.5,1.6499158227686108
anal,10,10,1,3.5,2.1213203435596424
analogical,10,11,0.9090909090909091,3.3,1.8287822299126937
analogous,10,10,1,2.5,2.0138409955990952
analogy,10,10,1,2.6,1.837873166945363
analyse,10,10,1,3.8,1.9321835661585918
analysis,10,10,1,3,1.5634719199411433
analyst,9,9,1,3.888888888888889,2.260776661041756
analytic,10,10,1,4.1,1.911950719959998
analyze,10,10,1,3.5,2.273030282830976
anarchic,10,10,1,3.5,2.223610677354389
anarchist,10,10,1,4.6,2.0110804171997807
anarchy,11,11,1,3.272727272727273,1.6787441193290353
anatomy,10,11,0.9090909090909091,4,2.1081851067789197
ancestor,10,10,1,3.4,1.9550504398153574
ancestral,10,10,1,3.2,1.6193277068654826
ancestry,10,10,1,3.5,2.4608038433722332
anchor,10,10,1,4,1.8257418583505538
anchorman,10,10,1,2.9,1.5238839267549948
anchovy,10,10,1,3,1.4142135623730951
ancient,10,10,1,2.8,2.2010098692292237
and,10,10,1,2,2
anecdote,8,8,1,3,1.6903085094570331
anemia,10,10,1,2.8,1.5491933384829668
anemic,10,11,0.9090909090909091,2.5,2.1213203435596424
aneurysm,10,11,0.9090909090909091,2.2,0.9189365834726815
anew,10,10,1,3.2,2.2010098692292237
angel,10,10,1,3.6,1.7126976771553504
angelic,10,10,1,3.9,1.7919573407620817
anger,10,10,1,3.4,2.3190036174568114
angle,9,9,1,4.666666666666667,1.6583123951777
angry,10,10,1,3.9,2.1317702607092643
angst,9,10,0.9,3.5555555555555554,2.0069324297987157
anguish,10,10,1,3.9,2.1317702607092643
anguished,10,11,0.9090909090909091,3.6,1.429840705968481
angular,10,10,1,3.6,1.9550504398153574
animal,11,11,1,2.8181818181818183,1.5374122295716148
animate,11,11,1,3.1818181818181817,1.5374122295716148
animated,10,10,1,3.6,1.7126976771553504
animation,10,10,1,4.8,1.8135294011647258
animosity,10,10,1,3.7,1.636391694484477
ankle,10,10,1,2.5,1.4337208778404378
anklet,9,9,1,4.333333333333333,2.598076211353316
annals,10,10,1,2.3,1.1595018087284057
annihilate,10,10,1,4.3,2.110818693198342
annihilation,10,10,1,4.7,2.0027758514399734
anniversary,11,11,1,2.8181818181818183,2.3587361793206894
announce,11,11,1,3.4545454545454546,2.018099916438052
announcer,11,11,1,3.727272727272727,2.195035721390843
annoy,10,10,1,4.6,1.577621275493231
annoyance,10,10,1,3.5,1.7159383568311668
annoyed,10,10,1,3.9,1.911950719959998
annoying,9,9,1,4.777777777777778,1.922093765778466
annual,10,10,1,3,1.8257418583505538
anomaly,10,10,1,3.6,1.2649110640673518
anorexia,10,10,1,3.1,2.2335820757001272
anorexic,11,11,1,2.3636363636363638,1.747725795010606
another,10,10,1,3.6,1.8973665961010275
answer,10,10,1,4.2,1.8737959096740262
answerable,9,9,1,2.6666666666666665,1.118033988749895
ant,11,11,1,4.363636363636363,2.5009089256799126
antagonist,9,9,1,3.7777777777777777,2.048034287907418
antagonistic,10,10,1,1.8,1.3165611772087666
antagonize,9,9,1,4.111111111111111,2.1473497877875207
antelope,10,10,1,2.7,2.2135943621178655
antenna,9,9,1,3.3333333333333335,2.0615528128088303
anthem,10,10,1,3.4,1.505545305418162
anthill,10,10,1,3.2,1.9888578520235065
anthrax,10,12,0.8333333333333334,3.3,2.496664441476534
antibody,9,9,1,2.888888888888889,1.6914819275153699
anticipate,11,11,1,3.6363636363636362,2.013590190318143
anticipation,10,10,1,3,1.3333333333333333
anticipative,10,10,1,3.6,2.4129281427805145
anticipatory,9,10,0.9,3.111111111111111,1.4529663145135578
antidote,10,10,1,3.1,2.1317702607092643
antifreeze,10,10,1,4.5,1.7159383568311668
antipathy,10,10,1,2.3,1.5670212364724212
antiquate,9,10,0.9,2.3333333333333335,1.224744871391589
antique,10,10,1,3.4,1.776388345929897
antiseptic,10,10,1,3.5,1.9578900207451218
antler,10,11,0.9090909090909091,3,1.5634719199411433
anus,10,10,1,2.8,1.8737959096740262
anxiety,9,9,1,4.111111111111111,1.90029237516523
anxious,10,10,1,4.4,1.6465452046971292
any,11,11,1,2.727272727272727,2.2843339988236875
anybody,10,10,1,3.7,2.110818693198342
anyone,9,9,1,3.888888888888889,2.1473497877875207
anything,10,10,1,3.5,2.173067468400883
anyway,10,10,1,2,1.632993161855452
aorta,10,11,0.9090909090909091,3.2,2.043961295567452
apart,10,10,1,3.7,1.3374935098492586
apartment,10,10,1,3.6,1.429840705968481
apathetic,10,11,0.9090909090909091,3.1,1.9692073983655907
ape,10,10,1,3,2
apex,10,10,1,3.6,2.0110804171997807
aphrodisiac,10,10,1,3.2,1.7511900715418263
apocalypse,9,9,1,4.444444444444445,2.351122663277647
apolitical,10,10,1,3,1.8257418583505538
apologetic,10,10,1,2.9,1.66332999331662
apologetics,11,11,1,2.3636363636363638,1.747725795010606
apologize,9,9,1,3.4444444444444446,2.4037008503093262
apology,9,9,1,3.7777777777777777,2.1081851067789197
apostrophe,10,11,0.9090909090909091,2.6,1.8973665961010275
appal,10,12,0.8333333333333334,3.2,1.6865480854231356
appall,10,10,1,3.2,1.9888578520235065
appalling,11,11,1,3.909090909090909,2.0225995873897262
apparatus,8,8,1,3.375,1.1877349391654208
apparel,9,9,1,2.4444444444444446,1.740051084818425
apparent,10,10,1,2.7,2.1628170930011112
appeal,10,10,1,2.6,1.429840705968481
appear,10,10,1,3.6,1.837873166945363
appearance,10,10,1,3.1,1.7919573407620817
appease,10,10,1,3.2,1.9888578520235065
appendectomy,10,10,1,2.8,1.398411797560202
appendicitis,9,10,0.9,4.777777777777778,1.5634719199411433
appetite,10,10,1,2.9,1.9692073983655907
appetizer,10,10,1,2.8,2.250925735484551
appetizing,10,10,1,4.6,1.429840705968481
applaud,8,8,1,4,2.2038926600773587
applause,10,10,1,4.2,1.6865480854231356
apple,10,10,1,3.9,2.0789954839350235
appliance,10,10,1,2.9,2.1317702607092643
