!term,mean_cos,SemD,BNC_wordcount,BNC_contexts,BNC_freq,lg_BNC_freq,,,,,,,,,,,,,,,
catchers,0.028600651,1.54,53,48,0.6,0.21,,,,,,,,,,,,,,,
catches,0.029586637,1.53,607,518,7.0,0.90,,,,,,,,,,,,,,,
catching,0.012773402,1.89,1368,1275,15.7,1.22,,,,,,,,,,,,,,,
catchment,0.036582846,1.44,254,195,2.9,0.59,,,,,,,,,,,,,,,
catchphrase,0.049541445,1.31,54,44,0.6,0.21,,,,,,,,,,,,,,,
catchy,0.1023,0.99,73,69,0.8,0.26,,,,,,,,,,,,,,,
catechism,0.052877404,1.28,101,74,1.2,0.33,,,,,,,,,,,,,,,
categorical,0.0373,1.43,142,117,1.6,0.42,,,,,,,,,,,,,,,
categorically,0.01201998,1.92,153,146,1.8,0.44,,,,,,,,,,,,,,,
categories,0.014628229,1.83,3224,2293,37.1,1.58,,,,,,,,,,,,,,,
categorisation,0.02,1.68,102,92,1.2,0.34,,,,,,,,,,,,,,,
categorise,0.02,1.75,84,82,1.0,0.29,,,,,,,,,,,,,,,
categorised,0.015581515,1.81,179,164,2.1,0.49,,,,,,,,,,,,,,,
categorization,0.05185904,1.29,71,60,0.8,0.26,,,,,,,,,,,,,,,
categorize,0.017905719,1.75,57,55,0.7,0.22,,,,,,,,,,,,,,,
categorized,0.016178422,1.79,105,100,1.2,0.34,,,,,,,,,,,,,,,
category,0.01135015,1.94,3251,2356,37.4,1.58,,,,,,,,,,,,,,,
cater,0.013084105,1.88,557,512,6.4,0.87,,,,,,,,,,,,,,,
catered,0.0185,1.73,270,261,3.1,0.61,,,,,,,,,,,,,,,
caterer,0.128930828,0.89,103,70,1.2,0.34,,,,,,,,,,,,,,,
caterers,0.091795942,1.04,166,108,1.9,0.46,,,,,,,,,,,,,,,
catering,0.035685809,1.45,1812,1004,20.8,1.34,,,,,,,,,,,,,,,
caterpillar,0.062713241,1.20,162,91,1.9,0.46,,,,,,,,,,,,,,,
caterpillars,0.155640012,0.81,198,99,2.3,0.52,,,,,,,,,,,,,,,
caters,0.0179,1.75,132,129,1.5,0.40,,,,,,,,,,,,,,,
catfish,0.435675452,0.36,232,95,2.7,0.56,,,,,,,,,,,,,,,
cathedral,0.04,1.39,2217,1307,25.5,1.42,,,,,,,,,,,,,,,
cathedrals,0.096468761,1.02,314,220,3.6,0.66,,,,,,,,,,,,,,,
catherine,0.0188,1.72,1364,693,15.7,1.22,,,,,,,,,,,,,,,
catheter,0.1360,0.87,122,75,1.4,0.38,,,,,,,,,,,,,,,
cathode,0.095022804,1.02,95,51,1.1,0.32,,,,,,,,,,,,,,,
catholic,0.049402274,1.31,3919,2145,45.0,1.66,,,,,,,,,,,,,,,
catholicism,0.102705974,0.99,349,274,4.0,0.70,,,,,,,,,,,,,,,
catholics,0.090448573,1.04,815,559,9.4,1.02,,,,,,,,,,,,,,,
cats,0.0365,1.44,1660,943,19.1,1.30,,,,,,,,,,,,,,,
cattle,0.05531162,1.26,2506,1284,28.8,1.47,,,,,,,,,,,,,,,
catwalk,0.06338062,1.20,155,109,1.8,0.44,,,,,,,,,,,,,,,
caucasian,0.08,1.11,81,57,0.9,0.29,,,,,,,,,,,,,,,
caucasus,0.092262987,1.03,122,88,1.4,0.38,,,,,,,,,,,,,,,
caucus,0.066958867,1.17,94,68,1.1,0.32,,,,,,,,,,,,,,,
caught,0.013745349,1.86,7693,6482,88.4,1.95,,,,,,,,,,,,,,,
cauldron,0.020808705,1.68,153,128,1.8,0.44,,,,,,,,,,,,,,,
cauliflower,0.097599174,1.01,79,68,0.9,0.28,,,,,,,,,,,,,,,
causal,0.063357507,1.20,1175,517,13.5,1.16,,,,,,,,,,,,,,,
causality,0.056698,1.25,125,87,1.4,0.39,,,,,,,,,,,,,,,
causally,0.1111,0.95,73,58,0.8,0.26,,,,,,,,,,,,,,,
causation,0.072727437,1.14,287,162,3.3,0.63,,,,,,,,,,,,,,,
causative,0.040501856,1.39,71,64,0.8,0.26,,,,,,,,,,,,,,,
cause,0.007410579,2.13,12486,9466,143.5,2.16,,,,,,,,,,,,,,,
caused,0.01,2.14,9057,7483,104.1,2.02,,,,,,,,,,,,,,,
causes,0.011914145,1.92,4381,3439,50.4,1.71,,,,,,,,,,,,,,,
causeway,0.04,1.45,148,113,1.7,0.43,,,,,,,,,,,,,,,
causing,0.009837719,2.01,3051,2747,35.1,1.56,,,,,,,,,,,,,,,
caustic,0.0341,1.47,201,142,2.3,0.52,,,,,,,,,,,,,,,
caution,0.01,2.11,1239,1126,14.2,1.18,,,,,,,,,,,,,,,
cautionary,0.005953244,2.23,90,88,1.0,0.31,,,,,,,,,,,,,,,
cautioned,0.023556763,1.63,202,173,2.3,0.52,,,,,,,,,,,,,,,
cautions,0.016521167,1.78,81,74,0.9,0.29,,,,,,,,,,,,,,,
cautious,0.0083,2.08,1068,1006,12.3,1.12,,,,,,,,,,,,,,,
cautiously,0.020901651,1.68,653,633,7.5,0.93,,,,,,,,,,,,,,,
cavalcade,0.029704908,1.53,61,54,0.7,0.23,,,,,,,,,,,,,,,
cavalier,0.022026894,1.66,283,251,3.3,0.63,,,,,,,,,,,,,,,
cavalry,0.08,1.08,516,350,5.9,0.84,,,,,,,,,,,,,,,
cave,0.029015407,1.54,1216,689,14.0,1.18,,,,,,,,,,,,,,,
caveat,0.02,1.75,120,104,1.4,0.38,,,,,,,,,,,,,,,
caveats,0.01666802,1.78,67,65,0.8,0.25,,,,,,,,,,,,,,,
caved,0.012917003,1.89,66,66,0.8,0.25,,,,,,,,,,,,,,,
cavern,0.052087316,1.28,160,120,1.8,0.45,,,,,,,,,,,,,,,
cavernous,0.030601354,1.51,103,98,1.2,0.34,,,,,,,,,,,,,,,
caverns,0.055978972,1.25,107,92,1.2,0.35,,,,,,,,,,,,,,,
caves,0.036603118,1.44,526,376,6.0,0.85,,,,,,,,,,,,,,,
caviar,0.0294,1.53,66,55,0.8,0.25,,,,,,,,,,,,,,,
caving,0.062012713,1.21,62,47,0.7,0.23,,,,,,,,,,,,,,,
cavities,0.0453,1.34,119,98,1.4,0.37,,,,,,,,,,,,,,,
cavity,0.035287602,1.45,412,254,4.7,0.76,,,,,,,,,,,,,,,
cc,0.034464082,1.46,733,364,8.4,0.97,,,,,,,,,,,,,,,
cease,0.00809676,2.09,1001,928,11.5,1.10,,,,,,,,,,,,,,,
ceased,0.009454343,2.02,1430,1345,16.4,1.24,,,,,,,,,,,,,,,
ceasefire,0.0933,1.03,755,406,8.7,0.99,,,,,,,,,,,,,,,
ceaseless,0.02,1.73,106,103,1.2,0.35,,,,,,,,,,,,,,,
ceaselessly,0.02,1.68,50,49,0.6,0.20,,,,,,,,,,,,,,,
ceases,0.0123,1.91,319,300,3.7,0.67,,,,,,,,,,,,,,,
ceasing,0.010021138,2.00,135,126,1.6,0.41,,,,,,,,,,,,,,,
cedar,0.0333,1.48,163,126,1.9,0.46,,,,,,,,,,,,,,,
ceded,0.032404555,1.49,94,87,1.1,0.32,,,,,,,,,,,,,,,
ceilidh,0.1239,0.91,54,44,0.6,0.21,,,,,,,,,,,,,,,
ceiling,0.026119781,1.58,2077,1619,23.9,1.40,,,,,,,,,,,,,,,
ceilings,0.040806277,1.39,359,321,4.1,0.71,,,,,,,,,,,,,,,
celebrate,0.013805014,1.86,1320,1226,15.2,1.21,,,,,,,,,,,,,,,
celebrated,0.012328459,1.91,1664,1552,19.1,1.30,,,,,,,,,,,,,,,
celebrates,0.019341581,1.71,293,286,3.4,0.64,,,,,,,,,,,,,,,
celebrating,0.014928698,1.83,725,688,8.3,0.97,,,,,,,,,,,,,,,
celebration,0.015472114,1.81,1165,1017,13.4,1.16,,,,,,,,,,,,,,,
celebrations,0.02,1.80,837,745,9.6,1.03,,,,,,,,,,,,,,,
celebratory,0.014196595,1.85,110,108,1.3,0.35,,,,,,,,,,,,,,,
celebrities,0.025779025,1.59,250,223,2.9,0.59,,,,,,,,,,,,,,,
celebrity,0.027881949,1.55,413,375,4.7,0.76,,,,,,,,,,,,,,,
celery,0.23,0.64,181,120,2.1,0.49,,,,,,,,,,,,,,,
celestial,0.047063964,1.33,155,144,1.8,0.44,,,,,,,,,,,,,,,
celibacy,0.07,1.18,157,103,1.8,0.45,,,,,,,,,,,,,,,
celibate,0.053095591,1.27,111,91,1.3,0.36,,,,,,,,,,,,,,,
cell,0.047277755,1.33,5604,2038,64.4,1.82,,,,,,,,,,,,,,,
cellar,0.02467988,1.61,586,435,6.7,0.89,,,,,,,,,,,,,,,
cellars,0.031634626,1.50,210,179,2.4,0.53,,,,,,,,,,,,,,,
cello,0.1739922,0.76,177,125,2.0,0.48,,,,,,,,,,,,,,,
cellophane,0.031436556,1.50,73,65,0.8,0.26,,,,,,,,,,,,,,,
cells,0.05574541,1.25,7622,2033,87.6,1.95,,,,,,,,,,,,,,,
cellular,0.060576601,1.22,737,464,8.5,0.98,,,,,,,,,,,,,,,
cellulite,0.17928213,0.75,156,47,1.8,0.45,,,,,,,,,,,,,,,
celluloid,0.1069,0.97,97,91,1.1,0.33,,,,,,,,,,,,,,,
cellulose,0.067443476,1.17,175,101,2.0,0.48,,,,,,,,,,,,,,,
celsius,0.0761,1.12,78,56,0.9,0.28,,,,,,,,,,,,,,,
celtic,0.05620741,1.25,1096,589,12.6,1.13,,,,,,,,,,,,,,,
celts,0.09,1.06,136,66,1.6,0.41,,,,,,,,,,,,,,,
cement,0.02202907,1.66,657,479,7.6,0.93,,,,,,,,,,,,,,,
cemented,0.015303376,1.82,103,96,1.2,0.34,,,,,,,,,,,,,,,
cemeteries,0.08,1.08,194,124,2.2,0.51,,,,,,,,,,,,,,,
cemetery,0.03,1.50,691,503,7.9,0.95,,,,,,,,,,,,,,,
censor,0.030551202,1.51,102,91,1.2,0.34,,,,,,,,,,,,,,,
censored,0.017578441,1.76,102,92,1.2,0.34,,,,,,,,,,,,,,,
censors,0.044573108,1.35,54,52,0.6,0.21,,,,,,,,,,,,,,,
censorship,0.04,1.36,706,366,8.1,0.96,,,,,,,,,,,,,,,
censure,0.019164254,1.72,170,151,2.0,0.47,,,,,,,,,,,,,,,
censured,0.013917089,1.86,61,55,0.7,0.23,,,,,,,,,,,,,,,
census,0.05,1.30,980,528,11.3,1.09,,,,,,,,,,,,,,,
censuses,0.085481992,1.07,154,121,1.8,0.44,,,,,,,,,,,,,,,
cent,0.017773569,1.75,37618,11582,432.4,2.64,,,,,,,,,,,,,,,
centenary,0.030046126,1.52,457,347,5.3,0.80,,,,,,,,,,,,,,,
centers,0.051065131,1.29,52,49,0.6,0.20,,,,,,,,,,,,,,,
centigrade,0.0578,1.24,93,76,1.1,0.32,,,,,,,,,,,,,,,
centimetre,0.030410087,1.52,121,110,1.4,0.38,,,,,,,,,,,,,,,
centimetres,0.04,1.40,331,255,3.8,0.68,,,,,,,,,,,,,,,
central,0.007402507,2.13,18439,12177,211.9,2.33,,,,,,,,,,,,,,,
centralisation,0.045250087,1.34,186,133,2.1,0.50,,,,,,,,,,,,,,,
centralised,0.02514384,1.60,418,348,4.8,0.76,,,,,,,,,,,,,,,
centralism,0.077578358,1.11,54,47,0.6,0.21,,,,,,,,,,,,,,,
centrality,0.043219932,1.36,174,160,2.0,0.48,,,,,,,,,,,,,,,
centralization,0.0617,1.21,159,131,1.8,0.45,,,,,,,,,,,,,,,
centralized,0.0418,1.38,355,303,4.1,0.71,,,,,,,,,,,,,,,
centrally,0.02,1.81,659,573,7.6,0.93,,,,,,,,,,,,,,,
centre,0.007864366,2.10,22083,13609,253.8,2.41,,,,,,,,,,,,,,,
centred,0.008324786,2.08,1832,1536,21.1,1.34,,,,,,,,,,,,,,,
centrepiece,0.02,1.80,189,184,2.2,0.50,,,,,,,,,,,,,,,
centres,0.014235223,1.85,5413,3557,62.2,1.80,,,,,,,,,,,,,,,
centrifugal,0.02899216,1.54,74,55,0.9,0.27,,,,,,,,,,,,,,,
centrifugation,0.261803347,0.58,73,60,0.8,0.26,,,,,,,,,,,,,,,
centrifuged,0.27956465,0.55,89,59,1.0,0.31,,,,,,,,,,,,,,,
centring,0.014572055,1.84,111,104,1.3,0.36,,,,,,,,,,,,,,,
centrist,0.069844658,1.16,119,108,1.4,0.37,,,,,,,,,,,,,,,
cents,0.035404146,1.45,262,189,3.0,0.60,,,,,,,,,,,,,,,
centuries,0.022498365,1.65,3501,2845,40.2,1.62,,,,,,,,,,,,,,,
century,0.016007366,1.80,23759,11677,273.1,2.44,,,,,,,,,,,,,,,
ceramic,0.044769615,1.35,371,266,4.3,0.72,,,,,,,,,,,,,,,
ceramics,0.0613,1.21,349,246,4.0,0.70,,,,,,,,,,,,,,,
cereal,0.053218021,1.27,436,327,5.0,0.78,,,,,,,,,,,,,,,
cereals,0.08560717,1.07,395,287,4.5,0.74,,,,,,,,,,,,,,,
cerebral,0.0558,1.25,477,332,5.5,0.81,,,,,,,,,,,,,,,
ceremonial,0.021941989,1.66,431,378,5.0,0.77,,,,,,,,,,,,,,,
ceremonies,0.0244,1.61,399,342,4.6,0.75,,,,,,,,,,,,,,,
ceremony,0.018713772,1.73,1677,1331,19.3,1.31,,,,,,,,,,,,,,,
cert,0.096429975,1.02,200,63,2.3,0.52,,,,,,,,,,,,,,,
certain,0.006490933,2.19,19879,15236,228.5,2.36,,,,,,,,,,,,,,,
certainly,0.0076,2.12,14929,12674,171.6,2.24,,,,,,,,,,,,,,,
certainties,0.017757609,1.75,144,133,1.7,0.42,,,,,,,,,,,,,,,
certainty,0.011990577,1.92,1290,1086,14.8,1.20,,,,,,,,,,,,,,,
certificate,0.03323681,1.48,2700,1387,31.0,1.51,,,,,,,,,,,,,,,
certificated,0.12767181,0.89,64,45,0.7,0.24,,,,,,,,,,,,,,,
certificates,0.026276961,1.58,813,596,9.3,1.01,,,,,,,,,,,,,,,
certification,0.057015018,1.24,348,234,4.0,0.70,,,,,,,,,,,,,,,
certified,0.0212,1.67,347,277,4.0,0.70,,,,,,,,,,,,,,,
certify,0.031749637,1.50,122,104,1.4,0.38,,,,,,,,,,,,,,,
certiorari,0.439075213,0.36,85,43,1.0,0.30,,,,,,,,,,,,,,,
cervical,0.069960307,1.16,304,135,3.5,0.65,,,,,,,,,,,,,,,
cervix,0.1734,0.76,100,57,1.1,0.33,,,,,,,,,,,,,,,
cessation,0.013248131,1.88,234,209,2.7,0.57,,,,,,,,,,,,,,,
cetaceans,0.432614041,0.36,116,50,1.3,0.37,,,,,,,,,,,,,,,
chad,0.0871,1.06,186,117,2.1,0.50,,,,,,,,,,,,,,,
chaff,0.033719032,1.47,75,66,0.9,0.27,,,,,,,,,,,,,,,
chagrin,0.020168097,1.70,123,120,1.4,0.38,,,,,,,,,,,,,,,
chain,0.01,1.89,3657,2388,42.0,1.63,,,,,,,,,,,,,,,
chained,0.023837046,1.62,232,209,2.7,0.56,,,,,,,,,,,,,,,
chains,0.0199,1.70,1243,891,14.3,1.18,,,,,,,,,,,,,,,
chainsaw,0.057653791,1.24,96,76,1.1,0.32,,,,,,,,,,,,,,,
chair,0.0230,1.64,6514,4618,74.9,1.88,,,,,,,,,,,,,,,
chaired,0.0200,1.70,711,649,8.2,0.96,,,,,,,,,,,,,,,
chairing,0.030492334,1.52,87,81,1.0,0.30,,,,,,,,,,,,,,,
chairman,0.018259231,1.74,9722,6191,111.7,2.05,,,,,,,,,,,,,,,
chairmanship,0.0257,1.59,363,332,4.2,0.71,,,,,,,,,,,,,,,
chairmen,0.039271344,1.41,469,322,5.4,0.81,,,,,,,,,,,,,,,
chairperson,0.062188395,1.21,152,123,1.7,0.44,,,,,,,,,,,,,,,
chairs,0.02862968,1.54,1746,1420,20.1,1.32,,,,,,,,,,,,,,,
chairwoman,0.040331927,1.39,71,68,0.8,0.26,,,,,,,,,,,,,,,
chaise,0.035540586,1.45,73,64,0.8,0.26,,,,,,,,,,,,,,,
chalet,0.066181771,1.18,130,99,1.5,0.40,,,,,,,,,,,,,,,
chalets,0.0646,1.19,102,69,1.2,0.34,,,,,,,,,,,,,,,
chalice,0.03399641,1.47,104,70,1.2,0.34,,,,,,,,,,,,,,,
chalk,0.022533601,1.65,895,577,10.3,1.05,,,,,,,,,,,,,,,
chalked,0.018852159,1.72,80,79,0.9,0.28,,,,,,,,,,,,,,,
chalky,0.038012727,1.42,85,78,1.0,0.30,,,,,,,,,,,,,,,
challenge,0.008451805,2.07,6469,5128,74.4,1.88,,,,,,,,,,,,,,,
challenged,0.0089,2.05,1525,1428,17.5,1.27,,,,,,,,,,,,,,,
challenger,0.040735372,1.39,320,272,3.7,0.67,,,,,,,,,,,,,,,
challengers,0.042740739,1.37,160,139,1.8,0.45,,,,,,,,,,,,,,,
challenges,0.011352859,1.94,1186,1074,13.6,1.17,,,,,,,,,,,,,,,
challenging,0.009727633,2.01,1178,1102,13.5,1.16,,,,,,,,,,,,,,,
chamber,0.022209709,1.65,2799,1885,32.2,1.52,,,,,,,,,,,,,,,
chamberlain,0.060871463,1.22,670,400,7.7,0.94,,,,,,,,,,,,,,,
chamberlains,0.080633205,1.09,136,104,1.6,0.41,,,,,,,,,,,,,,,
chambers,0.013407441,1.87,1141,801,13.1,1.15,,,,,,,,,,,,,,,
chameleon,0.020744594,1.68,101,73,1.2,0.33,,,,,,,,,,,,,,,
champ,0.059159522,1.23,193,,2.2,0.51,,,,,,,,,,,,,,,
champagne,0.0397,1.40,1724,1012,19.8,1.32,,,,,,,,,,,,,,,
champagnes,0.3951,0.40,75,41,0.9,0.27,,,,,,,,,,,,,,,
champion,0.06,1.24,3227,2003,37.1,1.58,,,,,,,,,,,,,,,
championed,0.01679874,1.77,101,99,1.2,0.33,,,,,,,,,,,,,,,
champions,0.061327993,1.21,1497,1107,17.2,1.26,,,,,,,,,,,,,,,
championship,0.070369108,1.15,3328,1903,38.3,1.59,,,,,,,,,,,,,,,
championships,0.097812095,1.01,1485,937,17.1,1.26,,,,,,,,,,,,,,,
champs,0.04,1.41,112,99,1.3,0.36,,,,,,,,,,,,,,,
chance,0.0083,2.08,11656,9448,134.0,2.13,,,,,,,,,,,,,,,
chanced,0.0217,1.66,87,85,1.0,0.30,,,,,,,,,,,,,,,
chancel,0.164506601,0.78,150,107,1.7,0.44,,,,,,,,,,,,,,,
chancellor,0.0416,1.38,3144,1926,36.1,1.57,,,,,,,,,,,,,,,
chancellors,0.054734153,1.26,558,406,6.4,0.87,,,,,,,,,,,,,,,
chancery,0.055098317,1.26,359,246,4.1,0.71,,,,,,,,,,,,,,,
chances,0.013330538,1.88,2773,2395,31.9,1.52,,,,,,,,,,,,,,,
chandelier,0.056307865,1.25,80,69,0.9,0.28,,,,,,,,,,,,,,,
chandeliers,0.054103045,1.27,118,111,1.4,0.37,,,,,,,,,,,,,,,
chandler,0.027038176,1.57,250,142,2.9,0.59,,,,,,,,,,,,,,,
chandlers,0.026593346,1.58,58,53,0.7,0.22,,,,,,,,,,,,,,,
change,0.006604678,2.18,28780,18490,330.8,2.52,,,,,,,,,,,,,,,
changeable,0.011207269,1.95,68,66,0.8,0.25,,,,,,,,,,,,,,,
changed,0.007182982,2.14,9809,8437,112.7,2.06,,,,,,,,,,,,,,,
changeover,0.012097452,1.92,94,87,1.1,0.32,,,,,,,,,,,,,,,
changes,0.00873943,2.06,18199,11607,209.2,2.32,,,,,,,,,,,,,,,
changing,0.008190847,2.09,5905,5112,67.9,1.84,,,,,,,,,,,,,,,
channel,0.019081727,1.72,4229,2668,48.6,1.70,,,,,,,,,,,,,,,
channelled,0.008812471,2.05,313,308,3.6,0.66,,,,,,,,,,,,,,,
channelling,0.016899869,1.77,101,100,1.2,0.33,,,,,,,,,,,,,,,
channels,0.021254747,1.67,1673,1219,19.2,1.31,,,,,,,,,,,,,,,
chant,0.0269,1.57,366,247,4.2,0.72,,,,,,,,,,,,,,,
chanted,0.026478377,1.58,149,142,1.7,0.43,,,,,,,,,,,,,,,
chanting,0.026562562,1.58,271,244,3.1,0.61,,,,,,,,,,,,,,,
chantry,0.110207192,0.96,63,44,0.7,0.24,,,,,,,,,,,,,,,
chants,0.035731344,1.45,153,113,1.8,0.44,,,,,,,,,,,,,,,
chaos,0.014756768,1.83,1537,1183,17.7,1.27,,,,,,,,,,,,,,,
chaotic,0.011364152,1.94,439,364,5.0,0.78,,,,,,,,,,,,,,,
chap,0.031091129,1.51,926,780,10.6,1.07,,,,,,,,,,,,,,,
chapel,0.041091299,1.39,1959,1171,22.5,1.37,,,,,,,,,,,,,,,
chapels,0.0858,1.07,281,210,3.2,0.63,,,,,,,,,,,,,,,
chaplain,0.058224571,1.23,419,310,4.8,0.76,,,,,,,,,,,,,,,
chaplains,0.0726,1.14,119,75,1.4,0.37,,,,,,,,,,,,,,,
chaps,0.031423701,1.50,329,291,3.8,0.68,,,,,,,,,,,,,,,
chapter,0.012253617,1.91,14125,8785,162.4,2.21,,,,,,,,,,,,,,,
chapters,0.023700939,1.63,1943,1491,22.3,1.37,,,,,,,,,,,,,,,
char,0.036221989,1.44,121,80,1.4,0.38,,,,,,,,,,,,,,,
character,0.013465227,1.87,8039,5848,92.4,1.97,,,,,,,,,,,,,,,
characterisation,0.0261,1.58,231,202,2.7,0.56,,,,,,,,,,,,,,,
characterise,0.013882084,1.86,256,237,2.9,0.60,,,,,,,,,,,,,,,
characterised,0.012177757,1.91,938,847,10.8,1.07,,,,,,,,,,,,,,,
characterises,0.015055292,1.82,126,125,1.4,0.39,,,,,,,,,,,,,,,
characterising,0.020408751,1.69,56,56,0.6,0.22,,,,,,,,,,,,,,,
characteristic,0.011887135,1.92,2977,2492,34.2,1.55,,,,,,,,,,,,,,,
characteristically,0.0149,1.83,405,393,4.7,0.75,,,,,,,,,,,,,,,
characteristics,0.012986383,1.89,3646,2851,41.9,1.63,,,,,,,,,,,,,,,
characterization,0.039302834,1.41,174,147,2.0,0.48,,,,,,,,,,,,,,,
characterize,0.020251572,1.69,220,210,2.5,0.55,,,,,,,,,,,,,,,
characterized,0.017773486,1.75,892,803,10.3,1.05,,,,,,,,,,,,,,,
characterizes,0.028696091,1.54,116,112,1.3,0.37,,,,,,,,,,,,,,,
characters,0.039233929,1.41,3764,2196,43.3,1.65,,,,,,,,,,,,,,,
charade,0.023530642,1.63,134,130,1.5,0.40,,,,,,,,,,,,,,,
charcoal,0.025085228,1.60,535,360,6.1,0.85,,,,,,,,,,,,,,,
charge,0.010372882,1.98,10965,7316,126.0,2.10,,,,,,,,,,,,,,,
chargeable,0.1483,0.83,228,126,2.6,0.56,,,,,,,,,,,,,,,
charged,0.0145,1.84,4553,3530,52.3,1.73,,,,,,,,,,,,,,,
charger,0.036942494,1.43,95,70,1.1,0.32,,,,,,,,,,,,,,,
charges,0.018821986,1.73,5879,3667,67.6,1.84,,,,,,,,,,,,,,,
charging,0.013840515,1.86,844,694,9.7,1.03,,,,,,,,,,,,,,,
chariot,0.07,1.19,220,139,2.5,0.55,,,,,,,,,,,,,,,
chariots,0.096477959,1.02,102,71,1.2,0.34,,,,,,,,,,,,,,,
charisma,0.01943004,1.71,223,205,2.6,0.55,,,,,,,,,,,,,,,
charismatic,0.020280852,1.69,311,273,3.6,0.66,,,,,,,,,,,,,,,
charitable,0.021704766,1.66,652,544,7.5,0.93,,,,,,,,,,,,,,,
charities,0.0309,1.51,850,552,9.8,1.03,,,,,,,,,,,,,,,
charity,0.021590413,1.67,3399,2128,39.1,1.60,,,,,,,,,,,,,,,
charlatans,0.1597,0.80,94,58,1.1,0.32,,,,,,,,,,,,,,,
charleston,0.026139939,1.58,57,40,0.7,0.22,,,,,,,,,,,,,,,
charlie,0.031545153,1.50,2147,822,24.7,1.41,,,,,,,,,,,,,,,
charlotte,0.03,1.53,1082,482,12.4,1.13,,,,,,,,,,,,,,,
charlottes,0.070540399,1.15,102,72,1.2,0.34,,,,,,,,,,,,,,,
charm,0.01933447,1.71,1336,1212,15.4,1.21,,,,,,,,,,,,,,,
charmed,0.0191,1.72,181,170,2.1,0.49,,,,,,,,,,,,,,,
charmer,0.028696248,1.54,62,49,0.7,0.23,,,,,,,,,,,,,,,
charming,0.023056423,1.64,1302,1175,15.0,1.20,,,,,,,,,,,,,,,
charmingly,0.0230325,1.64,91,89,1.0,0.31,,,,,,,,,,,,,,,
charms,0.02141012,1.67,237,225,2.7,0.57,,,,,,,,,,,,,,,
charred,0.038824926,1.41,176,158,2.0,0.48,,,,,,,,,,,,,,,
chart,0.02058875,1.69,1674,1092,19.2,1.31,,,,,,,,,,,,,,,
charted,0.012410359,1.91,131,126,1.5,0.40,,,,,,,,,,,,,,,
charter,0.019467471,1.71,2245,1364,25.8,1.43,,,,,,,,,,,,,,,
chartered,0.0390,1.41,881,649,10.1,1.05,,,,,,,,,,,,,,,
charters,0.0628,1.20,343,221,3.9,0.69,,,,,,,,,,,,,,,
charting,0.02,1.65,129,117,1.5,0.39,,,,,,,,,,,,,,,
charts,0.0312,1.51,1134,826,13.0,1.15,,,,,,,,,,,,,,,
chase,0.02,1.69,1332,1050,15.3,1.21,,,,,,,,,,,,,,,
chased,0.02,1.80,547,515,6.3,0.86,,,,,,,,,,,,,,,
chaser,0.1075,0.97,100,82,1.1,0.33,,,,,,,,,,,,,,,
chasers,0.131014286,0.88,54,50,0.6,0.21,,,,,,,,,,,,,,,
chases,0.0289,1.54,155,137,1.8,0.44,,,,,,,,,,,,,,,
chasing,0.01468878,1.83,813,767,9.3,1.01,,,,,,,,,,,,,,,
chasm,0.02,1.66,132,121,1.5,0.40,,,,,,,,,,,,,,,
chassis,0.11,0.97,301,205,3.5,0.65,,,,,,,,,,,,,,,
chaste,0.030173659,1.52,102,95,1.2,0.34,,,,,,,,,,,,,,,
chastened,0.02330236,1.63,80,79,0.9,0.28,,,,,,,,,,,,,,,
chastity,0.0689,1.16,125,106,1.4,0.39,,,,,,,,,,,,,,,
chat,0.019236184,1.72,1118,1005,12.9,1.14,,,,,,,,,,,,,,,
chateau,0.050829703,1.29,246,148,2.8,0.58,,,,,,,,,,,,,,,
chats,0.013775821,1.86,106,96,1.2,0.35,,,,,,,,,,,,,,,
chatted,0.029415617,1.53,259,251,3.0,0.60,,,,,,,,,,,,,,,
chattel,0.099348475,1.00,58,42,0.7,0.22,,,,,,,,,,,,,,,
chattels,0.0717,1.14,90,70,1.0,0.31,,,,,,,,,,,,,,,
chatter,0.023671594,1.63,323,304,3.7,0.67,,,,,,,,,,,,,,,
chattered,0.0424,1.37,95,92,1.1,0.32,,,,,,,,,,,,,,,
chattering,0.0286,1.54,284,275,3.3,0.63,,,,,,,,,,,,,,,
chatting,0.0239,1.62,490,469,5.6,0.82,,,,,,,,,,,,,,,
chatty,0.020522141,1.69,70,69,0.8,0.26,,,,,,,,,,,,,,,
chauffeur,0.029613521,1.53,275,222,3.2,0.62,,,,,,,,,,,,,,,
chauvinism,0.0270,1.57,90,81,1.0,0.31,,,,,,,,,,,,,,,
chauvinist,0.03,1.57,64,61,0.7,0.24,,,,,,,,,,,,,,,
cheap,0.011203086,1.95,3214,2787,36.9,1.58,,,,,,,,,,,,,,,
cheaper,0.014606391,1.84,1837,1607,21.1,1.34,,,,,,,,,,,,,,,
cheapest,0.018880436,1.72,445,396,5.1,0.79,,,,,,,,,,,,,,,
cheaply,0.012130465,1.92,416,394,4.8,0.76,,,,,,,,,,,,,,,
cheapness,0.021483966,1.67,72,69,0.8,0.26,,,,,,,,,,,,,,,
cheat,0.014070847,1.85,342,298,3.9,0.69,,,,,,,,,,,,,,,
cheated,0.01328424,1.88,263,247,3.0,0.60,,,,,,,,,,,,,,,
cheating,0.01512027,1.82,325,273,3.7,0.68,,,,,,,,,,,,,,,
cheats,0.032588425,1.49,86,78,1.0,0.30,,,,,,,,,,,,,,,
