WORD,OFREQ,ARC,NCOUNT,INVERSENCOUNT
MOUTHED,0.147891372,0.196327835,0,1
MOUTHFUL,0.193474337,0.212350205,0,1
MOUTHFULS,0.037479322,0.193793505,0,1
MOUTHING,0.16409865,0.212970495,0,1
MOUTHPIECE,1.574131489,0.402676195,0,1
MOUTHPIECES,0.296795696,0.296739399,0,1
MOUTHS,2.553658724,0.508215368,0,1
MOUTHWASH,0.192461386,0.268030137,0,1
MOVABLE,2.555684566,0.511315048,0,1
MOVE,124.9287109,0.686408699,8988,0.000111247
MOVED,303.0354919,0.671861112,7369,0.000135685
MOVEMENT,164.0328064,0.674593806,8231,0.000121477
MOVEMENTS,36.12905121,0.647616506,6498,0.00015387
MOVER,1.889160395,0.428369999,0,1
MOVERS,1.009915709,0.354022592,0,1
MOVES,31.13214684,0.652877152,7090,0.000141024
MOVIE,136.2707672,0.667871535,7737,0.000129232
MOVIES,44.46972275,0.637910306,6163,0.000162232
MOVING,83.58395386,0.679308236,8531,0.000117206
MOVINGLY,0.084075235,0.178202406,0,1
MOW,0.368715495,0.249453336,0,1
MOWED,0.221837059,0.234034389,0,1
MOWER,0.886335313,0.344223827,0,1
MOWERS,0.429492772,0.32797274,0,1
MOWING,0.420376182,0.294235319,0,1
MOWN,0.100282505,0.234034389,0,1
MOWS,0.047608867,0.17080611,0,1
MOYA,0.912672102,0.358705163,0,1
MOYER,0.936983049,0.39063105,0,1
MOZAMBIQUE,6.31881094,0.56166631,37,0.02631579
MOZART,9.227004051,0.566022038,87,0.011363637
MOZELLE,0.017220229,0.222112432,0,1
MP,34.76561737,0.611975372,4258,0.000234797
MPG,1.063602328,0.371536314,0,1
MPH,18.77612686,0.566151202,546,0.001828154
MR,125.3389511,0.6836555,8721,0.000114653
MRS,45.14131165,0.65098846,6703,0.000149165
MS,31.48262978,0.65177536,6971,0.000143431
MSC,4.281759262,0.554101288,1,0.5
MT,13.86836147,0.60054034,3238,0.000308737
MU,5.349413395,0.543599665,0,1
MUCH,378.7275391,0.698896766,9637,0.000103756
MUCHNESS,0.009116592,0.309072942,0,1
MUCK,0.712107122,0.320878953,0,1
MUCKED,0.021272046,0.24071987,0,1
MUCKER,0.055712506,0.16879195,0,1
MUCKHEAP,0.001012955,0.167764083,0,1
MUCKING,0.110412054,0.172552302,0,1
MUCKRAKER,0.075971596,0.232472569,0,1
MUCKRAKING,0.160046831,0.232472569,0,1
MUCKY,0.15498206,0.236947268,0,1
MUCOSA,0.771871448,0.444545984,0,1
MUCOUS,0.92887938,0.455656439,0,1
MUCUS,1.272271037,0.468832225,0,1
MUD,11.68645763,0.59109354,2314,0.000431965
MUDDIED,0.103321373,0.169105902,0,1
MUDDIER,0.01316841,0.246532589,0,1
MUDDLE,0.18638365,0.207394689,0,1
MUDDLED,0.311990023,0.265181571,0,1
MUDDLES,0.029375684,0.18036887,0,1
MUDDLING,0.055712506,0.171362281,0,1
MUDDY,4.090310574,0.550022125,3,0.25
MUDDYING,0.019246139,0.230095997,0,1
MUDFLAT,0.143839553,0.291837543,0,1
MUDFLATS,0.634109616,0.435746908,0,1
MUDGUARD,0.046595912,0.22118184,0,1
MUDGUARDS,0.114463873,0.318355888,0,1
MUDS,0.453803658,0.296313018,0,1
MUDSLINGER,0.012155456,0.265752017,0,1
MUDSLINGING,0.066855006,0.174563468,0,1
MUELLER,2.149489641,0.480380177,0,1
MUESLI,0.098256595,0.252401382,0,1
MUEZZIN,0.135735914,0.197462901,0,1
MUFF,0.362637758,0.255282372,0,1
MUFFED,0.147891372,0.343931764,0,1
MUFFIN,0.516606867,0.305886298,0,1
MUFFINS,0.383909792,0.295402199,0,1
MUFFLE,0.112437963,0.187171891,0,1
MUFFLED,0.292743891,0.279972732,0,1
MUFFLER,0.294769794,0.321395606,0,1
MUFFLERS,0.153969109,0.281663239,0,1
MUFFLING,0.055712506,0.187171891,0,1
MUFFS,0.099269554,0.166686207,0,1
MUFTI,1.345203757,0.411724329,0,1
MUG,0.970410526,0.362292498,0,1
MUGGED,0.294769794,0.264866382,0,1
MUGGER,0.252225697,0.243582502,0,1
MUGGERS,0.147891372,0.225079402,0,1
MUGGING,0.302873433,0.267534137,0,1
MUGGINGS,0.081036374,0.248945162,0,1
MUGGINS,0.080023415,0.177222088,0,1
MUGGY,0.070906825,0.219674945,0,1
MUGS,0.515593886,0.330635369,0,1
MUHAMMAD,26.45736122,0.597411394,3051,0.000327654
MULATTO,0.669562995,0.321299762,0,1
MULBERRIES,0.095217735,0.269947886,0,1
MULBERRY,1.734178305,0.438368142,0,1
MULCH,0.426453888,0.332542449,0,1
MULCHING,0.062803186,0.206341699,0,1
MULE,3.621312857,0.523086309,0,1
MULES,1.734178305,0.469974697,0,1
MULETEERS,0.037479322,0.190509394,0,1
MULISH,0.002025909,0.546396136,0,1
MULL,1.128431439,0.351144403,0,1
MULLAH,0.850881875,0.381724268,0,1
MULLAHS,0.197526157,0.252981782,0,1
MULLED,0.118515693,0.201197863,0,1
MULLEIN,0.057738412,0.222148255,0,1
MULLEN,1.779761314,0.481804222,0,1
MULLER,2.389559984,0.504671872,0,1
MULLET,0.887348235,0.338833898,0,1
MULLETS,0.215759337,0.243073821,0,1
MULLIGATAWNY,0.014181364,0.327622533,0,1
MULLING,0.124593422,0.186819136,0,1
MULLINS,1.42927897,0.467154711,0,1
MULLION,0.16815047,0.201958805,0,1
MULLIONED,0.294769794,0.396405369,0,1
MULTICHANNEL,0.98357892,0.455843031,0,1
MULTICOLOR,0.265394121,0.274451554,0,1
MULTICOLORED,0.851894855,0.422183633,0,1
MULTIDIMENSIONAL,1.229726911,0.476598114,0,1
MULTIFARIOUS,0.187396601,0.227291852,0,1
MULTIFORM,0.082049325,0.159921438,0,1
MULTILATERAL,1.698724866,0.490728527,0,1
MULTILINGUAL,1.728100538,0.481962025,0,1
MULTIMILLIONAIRE,0.570293427,0.364464343,0,1
MULTIPLE,76.90047455,0.678554118,8332,0.000120005
MULTIPLES,1.546781659,0.460710734,0,1
MULTIPLEX,2.363223076,0.467251778,0,1
MULTIPLICATION,4.233137608,0.577574968,37,0.02631579
MULTIPLICITY,1.232765794,0.449391365,0,1
MULTIPLIED,2.785625219,0.529331803,0,1
MULTIPLIES,0.393026382,0.338691145,0,1
MULTIPLY,2.110997438,0.496739447,0,1
MULTIPLYING,1.540704012,0.508281469,0,1
MULTIPURPOSE,6.169906616,0.55860275,4,0.200000003
MULTIRACIAL,1.222636223,0.414815605,0,1
MULTISTAGE,0.496347755,0.328695446,0,1
MULTISTOREY,0.542943656,0.352705896,0,1
MULTITUDE,4.191606045,0.559293389,204,0.004878049
MULTITUDES,0.381883889,0.279274315,0,1
MULTITUDINOUS,0.074958645,0.147038549,0,1
MUM,1.831421971,0.487139195,0,1
MUMBLE,0.138774782,0.210382402,0,1
MUMBLED,0.083062276,0.194442987,0,1
MUMBLES,0.356560022,0.258574694,0,1
MUMBLING,0.18233183,0.231284559,0,1
MUMBO,0.119528644,0.245735273,0,1
MUMMERS,0.254251599,0.250558555,0,1
MUMMIES,0.994721472,0.37379998,0,1
MUMMIFICATION,0.252225697,0.257256508,0,1
MUMMIFIED,0.544969618,0.322405636,0,1
MUMMIFY,0.039505232,0.200601816,0,1
MUMMY,2.974034786,0.495301306,0,1
MUMPS,0.589539587,0.316731304,0,1
MUMS,0.17726706,0.226079896,0,1
MUNCH,1.089939237,0.375442058,0,1
MUNCHED,0.016207274,0.24512133,0,1
MUNCHING,0.083062276,0.168710142,0,1
MUNDANE,2.241668701,0.502287149,0,1
MUNICH,22.16952515,0.592054546,2681,0.000372856
MUNICIPAL,54.20927811,0.628386736,5002,0.00019988
MUNICIPALITIES,28.2026825,0.573761344,860,0.00116144
MUNICIPALITY,136.0945129,0.579325378,448,0.002227172
MUNICIPALLY,0.355547071,0.287202269,0,1
MUNIFICENCE,0.124593422,0.228883788,0,1
MUNIFICENT,0.084075235,0.19193843,0,1
MUNITION,0.627018929,0.378213137,0,1
MUNITIONS,4.674785614,0.563547254,40,0.024390243
MUNIZ,0.397078216,0.295302838,0,1
MUNOZ,0.402143002,0.309897125,0,1
MUNSON,1.230739832,0.41908285,0,1
MURAL,4.706187248,0.557472944,11,0.083333336
MURALS,4.477259636,0.558510959,9,0.100000001
MURDER,65.28594208,0.649648666,6608,0.000151309
MURDERED,23.33341026,0.614590406,3935,0.000254065
MURDERER,6.223593235,0.568343341,476,0.002096436
MURDERERS,2.095803022,0.495053053,0,1
MURDERESS,0.1408007,0.218396127,0,1
MURDERESSES,0.01316841,0.256666958,0,1
MURDERING,3.682090044,0.574106157,4,0.200000003
MURDEROUS,1.987416983,0.49844873,0,1
MURDEROUSLY,0.039505232,0.176172763,0,1
MURDERS,14.32824326,0.593337893,2852,0.000350508
MURDOCK,1.283413529,0.427035004,0,1
MURIEL,1.792929649,0.486184806,0,1
MURILLO,0.592578471,0.325640678,0,1
MURK,0.115476824,0.172678947,0,1
MURKY,0.73743099,0.337921023,0,1
MURMUR,0.576371193,0.299941868,0,1
MURMURED,0.118515693,0.217500195,0,1
MURMURING,0.117502734,0.195271417,0,1
MURMURINGS,0.028362729,0.198939696,0,1
MURMURS,0.217785239,0.23437126,0,1
MURPHY,20.23680687,0.63222307,5442,0.000183722
MURRAIN,0.024310911,0.210974753,0,1
MURRAY,27.47132874,0.64353621,6329,0.000157978
MURRY,0.644239128,0.331674099,0,1
MUS,0.885322332,0.305624068,0,1
MUSCLE,18.23318291,0.595081985,2527,0.00039557
MUSCLED,0.270458877,0.278036177,0,1
MUSCLEMAN,0.040518187,0.171915829,0,1
MUSCLEMEN,0.017220229,0.23642239,0,1
MUSCLES,8.440951347,0.566901445,301,0.003311258
MUSCOVITE,0.657407582,0.345580876,0,1
MUSCOVITES,0.137761831,0.215916529,0,1
MUSCOVY,0.852907777,0.38811779,0,1
MUSCULAR,4.540062428,0.561736882,14,0.06666667
MUSCULARLY,0.012155456,0.250409812,0,1
MUSCULATURE,0.444687068,0.400036454,0,1
MUSE,6.295513153,0.556121767,91,0.010869565
MUSED,0.199552059,0.238705069,0,1
MUSES,1.379644156,0.412526518,0,1
MUSEUM,167.6166382,0.649577916,6290,0.000158957
MUSEUMS,15.9327631,0.587431312,2220,0.000450248
MUSH,0.528762341,0.283273607,0,1
MUSHROOM,4.94423151,0.553205192,2,0.333333343
MUSHROOMED,0.178280011,0.216484696,0,1
MUSHROOMING,0.13674888,0.211746886,0,1
MUSHROOMS,3.073304415,0.535084426,0,1
MUSHY,0.171189338,0.251996756,0,1
MUSIC,612.8223267,0.674664795,8288,0.000120642
MUSICAL,130.2781219,0.666770637,7840,0.000127535
MUSICALITY,0.451777756,0.346242636,0,1
MUSICALLY,4.472194672,0.565368354,80,0.012345679
MUSICALS,6.372497559,0.569731355,56,0.01754386
MUSICIAN,43.66341019,0.626359582,4511,0.000221631
MUSICIANS,48.14472198,0.640292108,6222,0.000160694
MUSICIANSHIP,1.039291501,0.425070852,0,1
MUSICOLOGISTS,0.406194806,0.334799379,0,1
MUSING,0.212720469,0.232258186,0,1
MUSINGLY,0.003038864,0.396090269,0,1
MUSINGS,0.505464375,0.324764997,0,1
MUSK,1.04739511,0.37954253,0,1
MUSKET,1.701763749,0.462439567,0,1
MUSKETEER,0.373780251,0.254956245,0,1
MUSKETRY,0.248173878,0.298730999,0,1
MUSKETS,1.444473267,0.457858592,0,1
MUSKRAT,0.386948675,0.301021934,0,1
MUSKY,0.158020929,0.227542639,0,1
MUSLIM,49.14855957,0.632312715,5349,0.000186916
MUSLIMS,26.26591301,0.611744702,3795,0.000263435
MUSLIN,0.386948675,0.320976615,0,1
MUSS,0.183344781,0.176950499,0,1
MUSSED,0.007090682,0.270734608,0,1
MUSSEL,1.076770782,0.383305699,0,1
MUSSELS,1.333048344,0.440815657,0,1
MUSSING,0.005064773,0.305628151,0,1
MUSSOLINI,4.681876183,0.567013919,9,0.100000001
MUST,198.6991577,0.683047295,8469,0.000118064
MUSTACHE,0.960281014,0.386527568,0,1
MUSTACHED,0.056725457,0.168182671,0,1
MUSTACHES,0.122567512,0.245092079,0,1
MUSTACHIOS,0.003038864,0.14444688,0,1
MUSTANG,4.128803253,0.530049264,0,1
MUSTANGS,2.086686611,0.463087887,0,1
MUSTARD,3.428851366,0.507582068,0,1
MUSTER,1.846616268,0.415362358,0,1
MUSTERED,3.782372475,0.474958003,0,1
MUSTERING,0.405181855,0.303596288,0,1
MUSTERS,0.20461683,0.207254782,0,1
MUSTINESS,0.008103637,0.278850317,0,1
MUSTY,0.131684095,0.197683975,0,1
MUTABILITY,0.082049325,0.177108124,0,1
MUTABLE,0.269445926,0.303591967,0,1
MUTANT,8.858287811,0.571675122,1028,0.000971817
MUTANTS,5.214690208,0.565294087,9,0.100000001
MUTATE,0.548008442,0.341121763,0,1
MUTATED,2.12112689,0.488597631,0,1
MUTATING,0.30996412,0.293364078,0,1
MUTATION,6.174971581,0.567488909,57,0.017241379
MUTATIONAL,0.115476824,0.270106047,0,1
MUTATIONS,6.527479649,0.576200128,56,0.01754386
MUTE,3.147249937,0.507548392,0,1
MUTED,1.226688027,0.423842907,0,1
MUTELY,0.014181364,0.232685909,0,1
MUTES,0.211707518,0.238506064,0,1
MUTILATE,0.155995011,0.224567741,0,1
MUTILATED,1.516393065,0.425723672,0,1
MUTILATING,0.181318879,0.228971019,0,1
MUTILATION,1.081835508,0.400336385,0,1
MUTILATIONS,0.187396601,0.233940557,0,1
MUTINEER,0.141813651,0.205143437,0,1
MUTINEERS,1.01092875,0.394619375,0,1
MUTING,0.147891372,0.257011801,0,1
MUTINIED,0.656394601,0.350907743,0,1
MUTINIES,0.357572973,0.302617073,0,1
MUTINOUS,0.329210252,0.292997897,0,1
MUTINY,5.586444855,0.558690548,8,0.111111112
MUTT,1.307724476,0.352799267,0,1
MUTTER,0.332249105,0.261628121,0,1
MUTTERED,0.139787734,0.223973215,0,1
MUTTERING,0.272484809,0.271499634,0,1
MUTTERS,0.235005468,0.253429472,0,1
MUTTON,1.005863905,0.420257479,0,1
MUTUAL,19.63004684,0.626591563,5440,0.00018379
MUTUALITY,0.152956143,0.234465256,0,1
MUTUALLY,4.676811695,0.557314456,114,0.008695652
MUZAK,0.196513191,0.23014906,0,1
MUZZLE,3.81580019,0.549296319,1,0.5
MUZZLED,0.088127054,0.162738964,0,1
MUZZLES,0.171189338,0.277799994,0,1
MUZZLING,0.027349776,0.190198779,0,1
MUZZY,0.111425012,0.18031697,0,1
MY,168.5890808,0.672549844,8107,0.000123335
MYCENAE,0.415311396,0.293870747,0,1
MYERS,7.390516758,0.584820509,1848,0.000540833
MYLAR,0.219811156,0.282282025,0,1
MYLES,1.877004981,0.4810085,0,1
MYOCARDIAL,1.25707674,0.724182427,1,0.5
MYOCARDIUM,0.292743891,0.335203648,0,1
MYOPIA,0.332249105,0.300631821,0,1
MYOPIC,0.180305928,0.219875291,0,1
MYOPICALLY,0.008103637,0.317680836,0,1
MYOSIN,0.503438473,0.389664561,0,1
MYRA,1.763553977,0.479532927,0,1
MYRIAD,2.952762842,0.556849301,5,0.166666672
MYRIADS,0.130671144,0.174750417,0,1
MYRICK,0.362637758,0.284621298,0,1
MYRNA,0.57333231,0.351386368,0,1
MYRON,1.375592351,0.437796801,0,1
MYRRH,0.515593886,0.357519865,0,1
MYRTIS,0.016207274,0.272511572,0,1
MYRTLE,3.42378664,0.527577102,0,1
MYSELF,8.534142494,0.576858401,1206,0.0008285
MYSTERIES,5.929836273,0.560844243,266,0.003745318
MYSTERIOUS,18.43374825,0.62366426,5047,0.000198098
MYSTERIOUSLY,2.500984907,0.519261897,0,1
MYSTERIOUSNESS,0.022285001,0.231379569,0,1
MYSTERY,23.23110199,0.626611769,5298,0.000188715
MYSTIC,5.729271412,0.559598744,405,0.002463054
MYSTICAL,6.550777435,0.569770217,824,0.001212121
MYSTICALLY,0.239057288,0.256770849,0,1
MYSTICISM,2.795754671,0.559267342,2,0.333333343
MYSTICS,1.283413529,0.377999276,0,1
MYSTIFICATION,0.092178874,0.167105436,0,1
MYSTIFIED,0.221837059,0.228657156,0,1
MYSTIFIES,0.015194319,0.240950525,0,1
MYSTIFY,0.038492277,0.181170851,0,1
MYSTIFYING,0.095217735,0.174118146,0,1
MYSTIQUE,1.490056276,0.421353847,0,1
MYTH,12.72169685,0.598135948,3228,0.000309693
MYTHIC,1.306711435,0.452648848,0,1
MYTHICAL,5.304843426,0.559409082,34,0.028571429
MYTHOLOGICAL,4.852052689,0.560814977,17,0.055555556
MYTHOLOGIES,0.803273022,0.436777294,0,1
MYTHOLOGY,17.86851883,0.584903479,1752,0.000570451
MYTHS,6.324888706,0.565697789,462,0.002159827
MYXOMATOSIS,0.079010464,0.221413821,0,1
N,98.80966949,0.663728118,7722,0.000129483
NAB,1.02814889,0.342246175,0,1
NABBED,0.128645241,0.177316949,0,1
NABISCO,0.787065744,0.314470857,0,1
NABOB,0.088127054,0.166838795,0,1
NACELLE,0.460894346,0.418792009,0,1
NACELLES,0.572319388,0.433835119,0,1
NADEAU,0.197526157,0.23565492,0,1
NADIA,2.528334856,0.485069603,0,1
NADINE,1.27530992,0.437813789,0,1
NADIR,1.582235098,0.41171965,0,1
NAG,1.3472296,0.35530293,0,1
NAGASAKI,3.517991304,0.487612009,0,1
NAGGED,0.060777277,0.169137046,0,1
NAGGING,0.549021423,0.314549595,0,1
NAGS,0.18638365,0.202096298,0,1
NAIL,4.391158104,0.550587595,1,0.5
NAILBRUSH,0.001012955,0.548537493,1,0.5
NAILED,1.491069198,0.375879556,0,1
NAILING,0.63714844,0.321210533,0,1
NAILS,4.834832668,0.554106474,25,0.03846154
NAIROBI,3.500771284,0.527351022,0,1
NAIVE,2.889959574,0.524419367,0,1
NAIVELY,0.306925267,0.279044479,0,1
NAIVETE,0.147891372,0.207232803,0,1
NAIVETIES,0.001012955,0.166672498,0,1
NAIVETY,0.19550024,0.230961487,0,1
NAKED,11.91943741,0.599678159,3481,0.000287191
NAKEDLY,0.033427503,0.198029429,0,1
NAKEDNESS,0.228927746,0.243227884,0,1
NAKIA,0.035453413,0.2045829,0,1
NAM,5.161004066,0.537468255,0,1
NAMBY,0.029375684,0.873033285,1,0.5
NAME,695.1309814,0.688795388,9032,0.000110705
NAMED,434.4977722,0.683011532,8196,0.000121996
NAMEDROP,0.009116592,0.290095836,0,1
NAMEDROPPING,0.045582958,0.174043939,0,1
NAMELESS,1.737217188,0.454449087,0,1
NAMELY,21.04514503,0.644104064,6029,0.000165837
NAMEPLATE,1.075757861,0.375940204,0,1
NAMEPLATES,0.372767299,0.326764494,0,1
NAMES,115.5284882,0.673878312,8209,0.000121803
NAMESAKE,6.936713219,0.571938097,1011,0.000988142
NAMIBIA,6.543686867,0.560472012,51,0.01923077
NAMIBIAN,1.343177795,0.383888304,0,1
NAMING,16.28932381,0.619853318,4961,0.000201532
NAN,3.507861853,0.491398156,0,1
NANCE,0.817454398,0.372644603,0,1
NANCY,17.83103943,0.625029445,4952,0.000201898
NANETTE,0.55509913,0.349923879,0,1
NANNIE,0.14991729,0.239968851,0,1
NANNIES,0.221837059,0.252021819,0,1
NANNY,2.458440781,0.515131235,0,1
NANTUCKET,1.705815554,0.428249598,0,1
NAOMI,3.76920414,0.563884616,250,0.003984064
NAP,1.210480809,0.371662587,0,1
NAPALM,1.217571497,0.389816821,0,1
NAPE,0.802260041,0.460005164,0,1
NAPERY,0.006077728,0.374625295,0,1
NAPHTHA,0.340352744,0.330727071,0,1
NAPHTHALENE,0.283627301,0.357391536,0,1
NAPIER,4.309109211,0.542241335,0,1
NAPKIN,0.442661166,0.271014333,0,1
NAPKINS,0.240070254,0.279091477,0,1
NAPLES,14.66656971,0.579406202,1331,0.000750751
NAPOLEON,18.31928444,0.599478304,3304,0.000302572
NAPOLEONIC,6.377562523,0.563328922,17,0.055555556
NAPPED,0.033427503,0.207531184,0,1
NAPPIES,0.059764322,0.2218097,0,1
NAPPING,0.151943192,0.210907772,0,1
NAPPY,0.259316385,0.2557953,0,1
NAPS,0.513567984,0.27035442,0,1
NAQUIN,0.020259093,0.245860443,0,1
NARCISSI,0.019246139,0.228138298,0,1
NARCISSISM,0.51052916,0.330104589,0,1
NARCISSIST,0.20056501,0.214667037,0,1
NARCISSISTIC,0.598656178,0.331458032,0,1
NARCISSISTICALLY,0.003038864,0.412513524,0,1
NARCISSUS,0.718184829,0.304326594,0,1
NARCOTIC,1.123366714,0.40376541,0,1
NARCOTICS,3.100654125,0.543105245,0,1
NARRATE,0.539904833,0.30957225,0,1
NARRATED,5.606703758,0.566120446,310,0.003215434
NARRATING,0.852907777,0.368795246,0,1
NARRATION,4.180463791,0.561889946,60,0.016393442
NARRATIVE,18.61202812,0.615623951,4537,0.000220361
NARRATIVES,3.594975948,0.561598063,18,0.052631579
NARRATOR,11.37953186,0.596060216,2943,0.000339674
NARROW,34.00184631,0.634004712,5326,0.000187723
NARROWED,1.667323351,0.414514303,0,1
NARROWER,3.491654634,0.560583413,4,0.200000003
NARROWEST,0.975475311,0.361405462,0,1
NARROWING,1.398890376,0.422910899,0,1
NARROWLY,10.83861446,0.582534015,1818,0.000549753
NARROWNESS,0.295782745,0.244234622,0,1
NARROWS,2.721809149,0.522347212,0,1
NARWHAL,0.25526458,0.262147754,0,1
NASAL,4.695044518,0.552727699,1,0.5
NASCENT,2.527321815,0.509934306,0,1
NASH,10.03331566,0.596410632,3113,0.00032113
NASHVILLE,19.49228668,0.604307532,3528,0.000283366
NASSAU,6.584205151,0.558726668,71,0.013888889
NASTIER,0.053686596,0.193169579,0,1
NASTIEST,0.095217735,0.192761824,0,1
NASTILY,0.025323866,0.203942075,0,1
NASTINESS,0.051660687,0.175971821,0,1
NASTURTIUMS,0.014181364,0.274019122,0,1
NASTY,2.981125355,0.539994776,0,1
NATAL,3.735776663,0.519054055,0,1
NATALIA,2.642798662,0.485646993,0,1
NATALIE,6.322862625,0.584876239,1275,0.000783699
NATASHA,3.107744694,0.552722991,17,0.055555556
NATHALIE,1.203390121,0.399640769,0,1
NATHAN,14.83168125,0.618242741,4559,0.000219298
NATHANAEL,0.575358212,0.311011732,0,1
NATHANIAL,0.094204783,0.201893091,0,1
NATHANIEL,6.001756191,0.573547184,433,0.002304147
NATION,88.7611618,0.673469961,8089,0.000123609
NATIONAL,813.1918945,0.682038665,8235,0.000121418
NATIONALISM,9.272586823,0.574813426,887,0.001126126
NATIONALISMS,0.095217735,0.224549562,0,1
NATIONALIST,21.43108177,0.601175487,3114,0.000321027
NATIONALISTIC,2.023883343,0.523572505,0,1
NATIONALISTS,7.449268341,0.573221982,370,0.002695418
NATIONALITIES,3.962678432,0.567719221,1,0.5
NATIONALITY,8.410562515,0.564022899,383,0.002604167
NATIONALIZATION,1.254037857,0.416040927,0,1
NATIONALIZE,0.238044336,0.305845439,0,1
NATIONALIZED,1.79394269,0.422502428,0,1
NATIONALIZING,0.167137519,0.29510951,0,1
NATIONALLY,18.02755356,0.613118589,4252,0.000235128
NATIONALS,11.96299458,0.574800491,1277,0.000782473
NATIONS,97.29328156,0.656306088,6911,0.000144676
NATIONWIDE,19.60168457,0.622928977,4980,0.000200763
NATIVE,158.0594177,0.669282794,7752,0.000128982
NATIVES,11.13439751,0.594772875,3151,0.000317259
NATIVIDAD,0.245135024,0.253024608,0,1
NATIVITY,2.160632133,0.442800641,0,1
NATO,15.63698101,0.583853066,2017,0.00049554
NATTER,0.064829096,0.17748031,0,1
NATTERING,0.012155456,0.261999667,0,1
NATTY,0.267420024,0.249993041,0,1
NATURAL,156.4538879,0.674298882,8074,0.000123839
NATURALISM,1.477900743,0.479908466,0,1
NATURALIST,4.734549999,0.537789822,0,1
NATURALISTIC,1.733165383,0.475097686,0,1
NATURALISTICALLY,0.044570003,0.174053237,0,1
NATURALISTS,1.331022382,0.40647164,0,1
NATURALIZATION,1.226688027,0.444860071,0,1
NATURALIZE,0.068880916,0.192017153,0,1
NATURALIZED,2.71370554,0.429657698,0,1
NATURALLY,18.44894218,0.633607984,5553,0.00018005
NATURALNESS,0.26438117,0.258683622,0,1
NATURALS,0.396065265,0.265586168,0,1
NATURE,112.4561996,0.67878747,8411,0.000118878
NATURED,0.261342287,0.2540043,0,1
NATUREDLY,0.008103637,0.29032594,0,1
NATURES,1.096016884,0.404896438,0,1
NATURISM,0.228927746,0.277388602,0,1
NATURIST,0.411259592,0.278591275,0,1
NAUGHT,0.411259592,0.25846836,0,1
NAUGHTIER,0.011142501,0.285514176,0,1
NAUGHTINESS,0.049634777,0.175221428,0,1
NAUGHTY,1.679478765,0.457613289,0,1
NAUSEA,2.35815835,0.571839571,2,0.333333343
NAUSEATE,0.007090682,0.297916263,0,1
NAUSEATED,0.076984555,0.19513303,0,1
NAUSEATING,0.100282505,0.181790933,0,1
NAUSEOUS,0.110412054,0.19513303,0,1
NAUTCH,0.081036374,0.177995369,0,1
NAUTICAL,5.012099266,0.530740201,0,1
NAUTILUS,1.308737397,0.400256693,0,1
NAVA,0.83771348,0.335165888,0,1
NAVAL,85.80535889,0.637602627,5746,0.000174004
NAVARRO,2.544542074,0.50961417,0,1
NAVE,8.144155502,0.55673933,10,0.090909094
NAVEL,0.879244626,0.343187481,0,1
NAVELS,0.041531138,0.18031247,0,1
NAVIES,2.328782797,0.510374486,0,1
NAVIGABLE,3.642584801,0.546468139,0,1
NAVIGATE,3.143198252,0.50731051,0,1
NAVIGATED,0.658420503,0.334711671,0,1
NAVIGATING,1.258089662,0.426621318,0,1
NAVIGATION,18.68394852,0.610579669,3852,0.000259538
NAVIGATOR,4.17843771,0.536952198,0,1
NAVIGATORS,1.212506652,0.386533737,0,1
NAVVIES,0.162072748,0.230509415,0,1
NAVVY,0.076984555,0.170618325,0,1
NAVY,142.3829346,0.643553495,6105,0.000163773
NAY,0.677666664,0.316571176,0,1
NAYLOR,1.283413529,0.419787824,0,1
NAZARENE,1.962093115,0.44527778,0,1
NAZI,31.35702324,0.619045675,4819,0.000207469
NAZIISM,0.015194319,0.270729452,0,1
NAZIS,10.47192478,0.576877236,1401,0.000713267
NAZISM,2.21229291,0.520590663,0,1
NB,2.724848032,0.473439604,0,1
NCO,1.490056276,0.436811209,0,1
NE,22.03277588,0.595258594,2102,0.000475511
NEAL,5.605690956,0.580567896,1011,0.000988142
NEANDERTHAL,0.774910271,0.376902014,0,1
NEANDERTHALS,0.607772768,0.376796931,0,1
NEAP,0.072932735,0.195121273,0,1
NEAPOLITAN,2.147463799,0.48665145,0,1
NEAPOLITANS,0.209681615,0.284657031,0,1
NEAPS,0.009116592,0.255404741,0,1
NEAR,326.466156,0.674331486,7744,0.000129116
NEARBY,97.0927124,0.666752398,7509,0.000133156
NEARED,1.317853928,0.408857256,0,1
NEARER,2.727886915,0.496635884,0,1
NEAREST,18.42969704,0.593165576,2350,0.000425351
NEARING,2.414883852,0.476014197,0,1
NEARLY,108.5016251,0.688872457,8984,0.000111297
NEARNESS,0.279575467,0.225953981,0,1
NEARS,0.538891852,0.32399106,0,1
NEARSIDE,0.106360234,0.191348836,0,1
NEARSIGHTED,0.143839553,0.219875291,0,1
NEAT,1.966144919,0.463803738,0,1
NEATER,0.071919776,0.195832863,0,1
NEATEST,0.024310911,0.222273931,0,1
NEATLY,1.321905732,0.426382333,0,1
NEATNESS,0.123580463,0.20087032,0,1
NEBRASKA,25.50417137,0.597091794,2921,0.000342231
NEBULA,3.521030188,0.494104922,0,1
NEBULAE,0.752625287,0.447413623,0,1
NEBULAR,0.132697061,0.240414739,0,1
NEBULAS,0.051660687,0.228301823,0,1
NEBULOUS,0.392013431,0.280791193,0,1
NECESSARIES,0.148904324,0.207832128,0,1
NECESSARILY,17.99919128,0.63135314,4976,0.000200924
