WORD,OFREQ,ARC,NCOUNT,INVERSENCOUNT
ANTIONE,0.012155456,0.125342369,0,1
ANTIONETTE,0.023297956,0.220048487,0,1
ANTIPATHETIC,0.047608867,0.185869008,0,1
ANTIPATHY,0.741482794,0.379270792,0,1
ANTIPERSONNEL,0.794156432,0.432615578,0,1
ANTIPODES,0.322119564,0.234315455,0,1
ANTIQUARIAN,1.989442945,0.453497201,0,1
ANTIQUARIES,0.66449821,0.278798431,0,1
ANTIQUARY,0.669562995,0.373745739,0,1
ANTIQUATED,1.077783704,0.39483726,0,1
ANTIQUE,6.216502666,0.563673735,586,0.001703577
ANTIQUES,2.468570471,0.488951951,0,1
ANTIQUITIES,4.095375538,0.521683097,0,1
ANTIQUITY,7.813931942,0.569435298,619,0.001612903
ANTIRRHINUM,0.064829096,0.22393927,0,1
ANTIRRHINUMS,0.001012955,0.349539399,0,1
ANTISEPTIC,0.641200304,0.331189483,0,1
ANTISERUM,0.060777277,0.237241998,0,1
ANTISLAVERY,2.326756716,0.4891949,0,1
ANTISOCIAL,1.400916219,0.443485439,0,1
ANTISUBMARINE,5.735349178,0.576318324,22,0.043478262
ANTITANK,4.985762596,0.57221359,13,0.071428575
ANTITHESES,0.076984555,0.178606927,0,1
ANTITHESIS,0.904568493,0.365943193,0,1
ANTITHETIC,0.035453413,0.194867238,0,1
ANTITHETICAL,0.340352744,0.293727517,0,1
ANTITHYROID,0.040518187,0.233409613,0,1
ANTITOXIN,0.134722963,0.233490184,0,1
ANTITRUST,2.688381672,0.519708514,0,1
ANTLER,0.560163915,0.307013512,0,1
ANTLERS,1.23884356,0.380060345,0,1
ANTOINE,6.25702095,0.56351769,74,0.013333334
ANTOINETTE,2.235590935,0.505378425,0,1
ANTON,9.945188522,0.578587651,1422,0.000702741
ANTONE,0.190435469,0.213367283,0,1
ANTONETTE,0.030388638,0.20200482,0,1
ANTONIA,2.071492195,0.492425323,0,1
ANTONIO,36.17767334,0.629955769,5235,0.000190985
ANTONY,5.189366341,0.561138809,78,0.012658228
ANTONYM,0.170176372,0.232149288,0,1
ANTS,4.863194942,0.562912285,6,0.142857149
ANTWAN,0.084075235,0.200817481,0,1
ANUS,1.389773726,0.427973539,0,1
ANVIL,1.570079684,0.415565372,0,1
ANXIETIES,0.592578471,0.350535721,0,1
ANXIETY,6.607502937,0.565875769,324,0.003076923
ANXIOUS,3.516978502,0.552556157,8,0.111111112
ANXIOUSLY,0.402143002,0.285710067,0,1
ANY,506.7882996,0.69387269,9314,0.000107354
ANYBODY,4.334433079,0.562979162,96,0.010309278
ANYHOW,0.288692057,0.272407204,0,1
ANYMORE,6.685500622,0.570143104,780,0.00128041
ANYONE,33.86104584,0.650452256,6925,0.000144383
ANYPLACE,0.087114096,0.178950101,0,1
ANYTHING,41.42883301,0.658070743,7491,0.000133476
ANYWAY,7.457372189,0.588289857,2611,0.000382848
ANYWAYS,0.150930241,0.232751101,0,1
ANYWHERE,14.91980839,0.615547359,4488,0.000222767
AORTA,1.004850984,0.447910935,0,1
APACE,0.275523663,0.250668377,0,1
APACHE,5.871085167,0.546003342,0,1
APACHES,0.953190327,0.384910524,0,1
APART,47.10948181,0.675195158,8486,0.000117827
APARTHEID,5.404112816,0.559620082,44,0.022222223
APARTMENT,27.05703163,0.622476101,5086,0.00019658
APARTMENTS,11.36332512,0.572344244,831,0.001201923
APATHETIC,0.478114575,0.294647127,0,1
APATHETICALLY,0.017220229,0.218093872,0,1
APATHY,1.039291501,0.404642016,0,1
APE,3.062161922,0.514373481,0,1
APED,0.039505232,0.180940568,0,1
APERITIF,0.088127054,0.246694326,0,1
APERITIFS,0.017220229,0.208492145,0,1
APERTURE,4.243267059,0.561124265,22,0.043478262
APERTURES,0.620941162,0.432168812,0,1
APES,3.177638769,0.493188709,0,1
APEX,5.61683321,0.554340303,16,0.05882353
APHASIA,0.578397095,0.37553829,0,1
APHASIC,0.030388638,0.186695576,0,1
APHASICS,0.022285001,0.207102969,0,1
APHID,0.320093662,0.366588652,0,1
APHIDS,0.659433484,0.433537453,0,1
APHIS,0.137761831,0.192403063,0,1
APHORISM,0.30084753,0.259168923,0,1
APHORISMS,0.530788243,0.346888632,0,1
APHORISTIC,0.076984555,0.205436274,0,1
APHRODISIAC,0.405181855,0.278700203,0,1
APHRODISIACS,0.065842047,0.171956167,0,1
APHRODITE,1.978300333,0.459163427,0,1
APIARY,0.103321373,0.18094492,0,1
APICULTURE,0.098256595,0.210195825,0,1
APIECE,1.663271546,0.421453267,0,1
APING,0.089140005,0.166173249,0,1
APLOMB,0.178280011,0.206487238,0,1
APOCALYPSE,5.334218979,0.559778869,59,0.016666668
APOCALYPTIC,1.699737906,0.454903394,0,1
APOCALYPTICALLY,0.005064773,0.282815844,0,1
APOCRYPHAL,1.671375155,0.427224189,0,1
APOGEE,1.342164874,0.352703661,0,1
APOLLO,13.94939804,0.59322089,3247,0.000307882
APOLLONIAN,0.203603879,0.235707581,0,1
APOLOGETIC,0.661459386,0.344865948,0,1
APOLOGETICALLY,0.051660687,0.160667852,0,1
APOLOGETICS,0.715145946,0.419138044,0,1
APOLOGIA,0.266407073,0.246361196,0,1
APOLOGIES,0.889374137,0.388748378,0,1
APOLOGIST,0.584474802,0.359111637,0,1
APOLOGISTS,0.554086208,0.362013549,0,1
APOLOGIZE,2.399689436,0.498167187,0,1
APOLOGIZED,2.956814528,0.511955023,0,1
APOLOGIZES,1.88510859,0.527006865,0,1
APOLOGIZING,0.7283144,0.364612281,0,1
APOLOGY,5.384866714,0.556010127,31,0.03125
APONTE,0.253238648,0.275389463,0,1
APOPLECTIC,0.088127054,0.21002461,0,1
APOPLEXY,0.384922773,0.259853244,0,1
APOSTASY,1.039291501,0.419662327,0,1
APOSTATE,0.726288497,0.349426985,0,1
APOSTLE,5.252169609,0.561740577,7,0.125
APOSTLES,6.443404198,0.564565778,13,0.071428575
APOSTOLIC,9.800335884,0.573960364,58,0.016949153
APOSTROPHE,0.841765285,0.39484331,0,1
APOSTROPHES,0.157007962,0.296274543,0,1
APOTHECARIES,0.384922773,0.25007534,0,1
APOTHECARY,0.797195315,0.321482182,0,1
APOTHEOSIS,0.435570478,0.272905856,0,1
APPAL,0.021272046,0.242173925,0,1
APPALACHIAN,5.986561775,0.55911094,42,0.023255814
APPALACHIANS,0.733379126,0.381193608,0,1
APPALLED,1.359385133,0.41103366,0,1
APPALLING,1.112224221,0.391758621,0,1
APPALLINGLY,0.093191825,0.174346954,0,1
APPALS,0.006077728,0.146402255,0,1
APPARATUS,7.845333576,0.58534658,2079,0.000480769
APPARATUSES,0.241083205,0.26809743,0,1
APPAREL,3.288050652,0.547195852,0,1
APPARELED,0.002025909,0.44514215,0,1
APPARENCY,0.008103637,0.325672746,0,1
APPARENT,30.47170067,0.655921876,7240,0.000138102
APPARENTLY,46.22517014,0.677226543,8535,0.000117151
APPARITION,1.499172807,0.423226446,0,1
APPARITIONS,0.976488233,0.374402046,0,1
APPEAL,38.39908218,0.64441514,6531,0.000153092
APPEALED,10.16398716,0.579716146,1570,0.000636537
APPEALING,4.574502945,0.559578955,416,0.002398082
APPEALINGLY,0.044570003,0.177723765,0,1
APPEALS,19.45277977,0.584876359,2046,0.00048852
APPEAR,95.20658875,0.678783834,8531,0.000117206
APPEARANCE,118.2037048,0.67624414,8206,0.000121847
APPEARANCES,79.46730042,0.642572284,5769,0.00017331
APPEARED,231.7275543,0.677233279,7885,0.000126807
APPEARING,36.85432816,0.648882449,6578,0.000151999
APPEARS,114.9409714,0.680747926,8487,0.000117813
APPEASE,1.523483753,0.406719327,0,1
APPEASED,0.3281973,0.258397818,0,1
APPEASEMENT,0.714133024,0.35272947,0,1
APPEASING,0.221837059,0.231067464,0,1
APPELLANT,0.550034344,0.391071677,0,1
APPELLATE,4.158178806,0.561858296,4,0.200000003
APPELLATION,2.451350212,0.431871295,0,1
APPEND,0.352508217,0.282409787,0,1
APPENDAGE,0.633096635,0.346261591,0,1
APPENDAGES,1.17502737,0.464987874,0,1
APPENDECTOMY,0.236018434,0.265275985,0,1
APPENDED,1.444473267,0.415260911,0,1
APPENDICES,0.574345291,0.332801938,0,1
APPENDICITIS,0.62803185,0.348708987,0,1
APPENDIX,3.638533115,0.492619753,0,1
APPENDIXES,0.048621822,0.203407675,0,1
APPETITE,2.679265022,0.501538038,0,1
APPETITES,0.298821628,0.257196873,0,1
APPETIZER,0.327184349,0.360794663,0,1
APPETIZERS,0.18233183,0.389755875,0,1
APPETIZING,0.095217735,0.229976699,0,1
APPLAUD,0.403155953,0.285479128,0,1
APPLAUDED,1.479926705,0.449761003,0,1
APPLAUDING,0.267420024,0.25658536,0,1
APPLAUDS,0.14991729,0.199993849,0,1
APPLAUSE,2.074531078,0.474568218,0,1
APPLE,29.08699226,0.627338588,5502,0.000181719
APPLES,4.416481972,0.565129995,1,0.5
APPLIANCE,2.439194679,0.533865631,0,1
APPLIANCES,4.261500359,0.562687933,62,0.015873017
APPLICABLE,7.27504015,0.585249603,1792,0.000557725
APPLICANT,3.200936556,0.57166487,1,0.5
APPLICANTS,6.27221489,0.563349366,316,0.003154574
APPLICATION,63.66926193,0.657239556,6515,0.000153468
APPLICATIONS,61.08319092,0.646732271,5504,0.000181653
APPLICATOR,0.134722963,0.211868808,0,1
APPLIED,73.09784698,0.670833766,7586,0.000131804
APPLIES,12.63053131,0.614398479,3642,0.000274499
APPLY,29.22880554,0.643582582,5785,0.000172831
APPLYING,11.84650421,0.614764631,3792,0.000263644
APPOINT,6.441378593,0.565781415,29,0.033333335
APPOINTED,169.2971344,0.635250449,4623,0.000216263
APPOINTEE,0.966358721,0.426313698,0,1
APPOINTEES,1.118301868,0.433322012,0,1
APPOINTING,2.992268085,0.550489306,2,0.333333343
APPOINTMENT,30.79179573,0.621590078,4595,0.00021758
APPOINTMENTS,7.509032726,0.567378402,675,0.00147929
APPOINTS,2.375378609,0.482306391,0,1
APPORTION,0.141813651,0.228029624,0,1
APPORTIONED,0.66449821,0.314069152,0,1
APPORTIONING,0.070906825,0.219208136,0,1
APPORTIONMENT,0.756677091,0.346366912,0,1
APPORTIONMENTS,0.014181364,0.233543366,0,1
APPOSITE,0.052673642,0.16815041,0,1
APPOSITION,0.110412054,0.211907253,0,1
APPRAISAL,1.95804131,0.496655673,0,1
APPRAISALS,0.363650709,0.326611608,0,1
APPRAISE,0.18638365,0.252304107,0,1
APPRAISED,0.465959132,0.273309082,0,1
APPRAISERS,0.245135024,0.264999688,0,1
APPRAISING,0.106360234,0.198411718,0,1
APPRECIABLE,0.721223712,0.360168338,0,1
APPRECIABLY,0.336300939,0.296103746,0,1
APPRECIATE,3.965717316,0.555246592,17,0.055555556
APPRECIATED,5.950095654,0.565099835,780,0.00128041
APPRECIATES,0.522684574,0.320827782,0,1
APPRECIATING,0.531801164,0.329079241,0,1
APPRECIATION,8.138077736,0.580422282,1987,0.000503018
APPRECIATIONS,0.087114096,0.185483754,0,1
APPRECIATIVE,0.675640762,0.337956637,0,1
APPRECIATIVELY,0.040518187,0.183144525,0,1
APPREHEND,1.035239577,0.39559871,0,1
APPREHENDED,2.256862879,0.517488182,0,1
APPREHENDING,0.325158447,0.270541549,0,1
APPREHENDS,0.111425012,0.189052284,0,1
APPREHENSIBLE,0.008103637,0.278622508,0,1
APPREHENSION,1.23884356,0.415466338,0,1
APPREHENSIONS,0.15498206,0.201826349,0,1
APPREHENSIVE,0.797195315,0.344407409,0,1
APPREHENSIVELY,0.021272046,0.215118662,0,1
APPRENTICE,8.827899933,0.568952084,973,0.001026694
APPRENTICED,2.73092556,0.457530439,0,1
APPRENTICES,1.771657586,0.439993054,0,1
APPRENTICESHIP,4.09638834,0.531939566,0,1
APPRENTICESHIPS,0.472036868,0.359942228,0,1
APPRISE,0.052673642,0.174380481,0,1
APPRISED,0.188409567,0.214294225,0,1
APPRO,0.034440458,0.1844372,0,1
APPROACH,73.48175812,0.675534189,8199,0.000121951
APPROACHABLE,0.523697555,0.289453477,0,1
APPROACHED,22.2647419,0.6426301,6297,0.000158781
APPROACHES,21.73496819,0.642274976,6134,0.000162999
APPROACHING,11.55477333,0.610812426,4087,0.000244618
APPROBATE,0.002025909,0.239989191,0,1
APPROBATION,0.526736379,0.318271637,0,1
APPROPRIATE,30.68745995,0.65559113,6581,0.00015193
APPROPRIATED,2.639759779,0.470867157,0,1
APPROPRIATELY,4.007248402,0.565306723,772,0.001293661
APPROPRIATENESS,0.606759846,0.345827341,0,1
APPROPRIATES,0.174228191,0.209426656,0,1
APPROPRIATING,0.417337298,0.281572938,0,1
APPROPRIATION,2.063388586,0.463342041,0,1
APPROPRIATIONS,3.199923754,0.502278149,0,1
APPROVAL,25.29854202,0.628630102,5260,0.000190078
APPROVE,5.652287006,0.559315145,100,0.00990099
APPROVED,45.55966187,0.64106071,5771,0.00017325
APPROVES,1.13856101,0.407865077,0,1
APPROVING,1.644025326,0.468316257,0,1
APPROVINGLY,0.227914795,0.240432948,0,1
APPROX,5.743452549,0.562615931,11,0.083333336
APPROXIMATE,7.826087475,0.572350621,904,0.001104972
APPROXIMATED,1.446499228,0.501186132,0,1
APPROXIMATELY,183.3518829,0.658358693,6487,0.000154131
APPROXIMATES,0.717171848,0.395797074,0,1
APPROXIMATING,0.666524172,0.406394333,0,1
APPROXIMATION,5.499330521,0.573718131,163,0.006097561
APPROXIMATIONS,1.215545535,0.543508828,0,1
APPURTENANCES,0.262355238,0.190335929,0,1
APR,1.952976465,0.425210148,0,1
APR.,0.506477296,0.254315495,0,1
APRES,0.039505232,0.178730041,0,1
APRICOT,0.751612306,0.364382774,0,1
APRICOTS,0.416324347,0.383064508,0,1
APRIL,377.6740417,0.676859438,7741,0.000129166
APRON,1.713919282,0.441719264,0,1
APRONS,0.388974577,0.304119676,0,1
APROPOS,0.114463873,0.170227498,0,1
APSE,1.846616268,0.515169799,0,1
APT,2.215331793,0.478788316,0,1
APTITUDE,1.997546554,0.482052922,0,1
APTITUDES,0.179292962,0.265148908,0,1
APTLY,1.515380144,0.421340555,0,1
APTNESS,0.032414548,0.190564722,0,1
AQUALUNG,0.254251599,0.241379604,0,1
AQUALUNGS,0.030388638,0.182536244,0,1
AQUAMARINE,0.293756843,0.257475615,0,1
AQUANAUT,0.050647732,0.180725902,0,1
AQUAPLANE,0.007090682,0.331575274,0,1
AQUARIA,0.743508697,0.420998544,0,1
AQUARIUM,6.969127655,0.557660222,21,0.045454547
AQUARIUMS,1.067654133,0.438074321,0,1
AQUARIUS,1.152742386,0.360437751,0,1
AQUATIC,9.819581985,0.566306829,292,0.003412969
AQUEDUCT,4.204774857,0.545309067,0,1
AQUEDUCTS,0.90152961,0.405012965,0,1
AQUEOUS,2.31257534,0.555162489,9,0.100000001
AQUILINE,0.069893867,0.245682135,0,1
AQUINAS,2.871726274,0.51259625,0,1
AQUISITION,0.007090682,0.303224325,0,1
ARAB,39.87192154,0.63139683,5497,0.000181884
ARABESQUE,0.420376182,0.287813425,0,1
ARABESQUES,0.134722963,0.236332372,0,1
ARABIA,15.60051441,0.587425232,2078,0.000481
ARABIAN,8.754966736,0.565825641,626,0.001594896
ARABIANS,0.349469334,0.307255924,0,1
ARABIC,30.94677734,0.608106434,3679,0.000271739
ARABLE,2.835259914,0.51206398,0,1
ARABS,9.893527985,0.575496912,1110,0.00090009
ARACELI,0.101295464,0.196162239,0,1
ARACHNID,0.163085699,0.213095739,0,1
ARAGON,6.384653091,0.557531655,1,0.5
ARBITER,1.111211181,0.353754818,0,1
ARBITERS,0.181318879,0.234702691,0,1
ARBITRARILY,2.079595804,0.524660945,0,1
ARBITRARINESS,0.205629796,0.242659152,0,1
ARBITRARY,8.11072731,0.584825039,1588,0.000629327
ARBITRATE,0.314015925,0.308146536,0,1
ARBITRATED,0.13674888,0.225165844,0,1
ARBITRATION,4.924985409,0.559373796,29,0.033333335
ARBITRATOR,0.866076231,0.381319463,0,1
ARBITRATORS,0.386948675,0.319184154,0,1
ARBOR,5.146822453,0.557809412,15,0.0625
ARBOREAL,1.641999483,0.455766261,0,1
ARBORETUM,4.442819118,0.528912306,0,1
ARBOUR,0.498373687,0.289486021,0,1
ARBOURS,0.025323866,0.198765218,0,1
ARC,17.6679554,0.615695834,4798,0.000208377
ARCADE,13.59081268,0.580537081,1749,0.000571429
ARCADES,1.893212199,0.459362924,0,1
ARCADIA,3.583833456,0.513913035,0,1
ARCADIAN,0.396065265,0.26470843,0,1
ARCANE,1.148690581,0.412295491,0,1
ARCH,14.84687614,0.594471693,2835,0.000352609
ARCHAEOLOGICAL,21.63468552,0.596226275,2866,0.000348797
ARCHAEOLOGICALLY,0.370741397,0.340629935,0,1
ARCHAEOLOGIST,4.546140194,0.555161178,3,0.25
ARCHAEOLOGISTS,5.284584522,0.562606275,13,0.071428575
ARCHAEOLOGY,10.30782604,0.571129918,924,0.001081081
ARCHAIC,5.434501648,0.561528802,60,0.016393442
ARCHAISM,0.091165915,0.192815498,0,1
ARCHAISMS,0.14586547,0.266988099,0,1
ARCHANGEL,2.412858009,0.453063339,0,1
ARCHANGELS,0.422402084,0.297159374,0,1
ARCHBISHOP,30.73506927,0.591916919,2110,0.000473709
ARCHBISHOPS,1.950950623,0.513050556,0,1
ARCHDEACON,2.511114597,0.494235247,0,1
ARCHDIOCESE,11.25899029,0.57437253,13,0.071428575
ARCHDUKE,2.582021236,0.488207161,0,1
ARCHED,2.946685076,0.561722755,1,0.5
ARCHENEMY,0.63714844,0.353740573,0,1
ARCHEOLOGICAL,4.833819389,0.569821835,4,0.200000003
ARCHER,8.492611885,0.592122018,2935,0.000340599
ARCHERS,3.245506525,0.500355601,0,1
ARCHERY,4.275681496,0.50879389,0,1
ARCHES,6.778692245,0.566647112,68,0.014492754
ARCHETYPAL,1.452576995,0.438334912,0,1
ARCHETYPE,1.432317853,0.421848387,0,1
ARCHETYPES,0.887348235,0.389713049,0,1
ARCHETYPICALLY,0.017220229,0.199785918,0,1
ARCHIE,7.760245323,0.585916758,1825,0.000547645
ARCHIMEDES,1.340139031,0.374809742,0,1
ARCHING,0.384922773,0.335128963,0,1
ARCHIPELAGO,8.348772049,0.57083106,69,0.014285714
ARCHIPELAGOS,0.210694566,0.303061396,0,1
ARCHITECT,43.82852173,0.618455052,4427,0.000225836
ARCHITECTONIC,0.233992517,0.282021374,0,1
ARCHITECTS,19.08305168,0.597451031,3203,0.00031211
ARCHITECTURAL,28.77804184,0.622967958,4950,0.000201979
ARCHITECTURALLY,1.62072742,0.480107993,0,1
ARCHITECTURE,68.78164673,0.648107886,6425,0.000155618
ARCHITECTURES,2.550619841,0.559477806,12,0.07692308
ARCHIVE,12.64167404,0.586530626,2459,0.000406504
ARCHIVED,2.049207211,0.473714262,0,1
ARCHIVES,17.93537521,0.600404501,3536,0.000282725
ARCHIVIST,1.2935431,0.412397534,0,1
ARCHIVISTS,0.404168904,0.324597567,0,1
ARCHLY,0.020259093,0.22813113,0,1
ARCHTYPE,0.008103637,0.321837038,0,1
ARCHWAY,1.06562829,0.407716364,0,1
ARCHWAYS,0.226901829,0.360514492,0,1
ARCING,0.329210252,0.33514607,0,1
ARCLIKE,0.010129547,0.265614718,0,1
ARCS,2.514153481,0.50855571,0,1
ARCTIC,15.3168869,0.588086963,2565,0.000389712
ARDEN,2.518205166,0.498713464,0,1
ARDENT,3.515965462,0.514602721,0,1
ARDENTLY,0.305912286,0.265493125,0,1
ARDOR,0.176254109,0.210585177,0,1
ARDOUR,0.222850025,0.225033715,0,1
ARDOURS,0.006077728,0.344886065,0,1
ARDUOUS,1.551846504,0.418487906,0,1
ARDUOUSLY,0.025323866,0.217189759,0,1
ARE,3448.748779,0.695258975,9053,0.000110448
AREA,730.1498413,0.677775383,8075,0.000123824
AREAS,222.1834869,0.675383508,7759,0.000128866
ARELLANO,0.62803185,0.349419802,0,1
ARENA,42.14600372,0.6307078,5485,0.000182282
ARENAS,3.673986435,0.532025456,0,1
ARES,2.50402379,0.465552688,0,1
ARETE,0.184357747,0.215013713,0,1
ARETHA,1.371540546,0.483092964,0,1
ARGENT,2.507062674,0.414504439,0,1
ARGENTINA,38.71512604,0.618903697,4544,0.000220022
ARGENTINE,20.40495872,0.594923973,3021,0.000330907
ARGENTINES,0.708055258,0.348594517,0,1
ARGENTINIAN,1.952976465,0.495218217,0,1
ARGENTINIANS,0.162072748,0.240073532,0,1
ARGON,1.148690581,0.462041557,0,1
ARGONAUT,0.608785748,0.315070003,0,1
ARGONAUTS,2.21330595,0.438248068,0,1
ARGOT,0.184357747,0.232607067,0,1
ARGUABLE,0.426453888,0.275087446,0,1
ARGUABLY,11.41498566,0.606923223,3951,0.000253036
ARGUE,18.51782417,0.63006562,5247,0.000190549
ARGUED,43.22885132,0.657163441,6812,0.000146778
ARGUES,17.2961998,0.62533623,4897,0.000204165
ARGUING,12.01769352,0.613058209,4259,0.000234742
ARGUMENT,26.44216728,0.638446808,6118,0.000163425
ARGUMENTATION,0.679692566,0.396931857,0,1
ARGUMENTATIVE,0.376819134,0.285598367,0,1
ARGUMENTS,15.95606136,0.616419733,4414,0.000226501
ARGUS,1.997546554,0.415896446,0,1
ARIA,6.822249413,0.558452308,3,0.25
ARIADNE,0.994721472,0.338438421,0,1
ARIANA,0.494321853,0.280871361,0,1
ARIANISM,0.592578471,0.367733836,0,1
ARIANIST,0.006077728,0.300258636,0,1
ARIANISTS,0.001012955,0.44330433,0,1
ARIAS,2.706614733,0.473303467,0,1
ARID,4.246305943,0.56137836,10,0.090909094
ARIDITY,0.206642747,0.282166272,0,1
ARIEL,4.806469917,0.554706693,70,0.014084507
ARIES,1.421175361,0.377869636,0,1
ARIGATO,0.037479322,0.203786537,0,1
ARIGHT,0.036466368,0.201350704,0,1
ARISE,9.560265541,0.601714849,2914,0.000343053
ARISEN,2.85855794,0.500863075,0,1
ARISES,6.47379303,0.578340769,1192,0.000838223
ARISING,6.160789967,0.576586068,1269,0.000787402
ARISTOCRACIES,0.072932735,0.211786553,0,1
ARISTOCRACY,4.623125076,0.561243832,14,0.06666667
ARISTOCRAT,2.050220251,0.467337668,0,1
ARISTOCRATIC,5.319024563,0.559860945,74,0.013333334
ARISTOCRATICALLY,0.007090682,0.124520354,0,1
ARISTOCRATS,2.106945515,0.487033069,0,1
ARISTOTELIAN,1.22061038,0.477866083,0,1
ARISTOTLE,6.726018906,0.564715385,131,0.007575758
ARITHMETIC,5.871085167,0.572358251,117,0.008474576
ARITHMETICAL,0.42746684,0.401232809,0,1
ARITHMETICALLY,0.069893867,0.255200177,0,1
ARITHMETIZED,0.001012955,0.18808867,0,1
ARIZONA,42.19867706,0.631812632,5537,0.000180571
ARK,6.52950573,0.558079004,317,0.003144654
ARKANSAS,27.23125839,0.607626557,3634,0.000275103
ARKS,0.15903388,0.222525299,0,1
ARLEEN,0.058751367,0.17174089,0,1
ARLEN,1.069680095,0.397955298,0,1
ARLENE,1.286452413,0.429112732,0,1
ARLIE,0.084075235,0.159883648,0,1
ARLINE,0.116489783,0.20066449,0,1
ARLINGTON,9.15204525,0.569952786,431,0.002314815
ARM,39.31479645,0.65014559,6869,0.00014556
ARMADA,3.140159369,0.496598303,0,1
ARMADILLO,0.803273022,0.329249978,0,1
ARMADILLOS,0.324145496,0.340181112,0,1
ARMAGEDDON,1.969183803,0.449112266,0,1
ARMAMENT,7.390516758,0.570777178,86,0.011494253
ARMAMENTS,2.029961109,0.503149807,0,1
ARMAND,2.89603734,0.504905522,0,1
ARMANDO,2.134295464,0.481480539,0,1
ARMATURE,0.632083714,0.386970073,0,1
ARMBAND,0.493308902,0.302764654,0,1
ARMBANDS,0.350482315,0.284895837,0,1
ARMCHAIR,0.862024367,0.341391921,0,1
ARMCHAIRS,0.13674888,0.250385433,0,1
ARMED,58.81721115,0.649536967,6563,0.000152346
ARMENIAN,21.42196465,0.599547446,3228,0.000309693
ARMFUL,0.026336821,0.203068808,0,1
ARMFULS,0.007090682,0.281484008,0,1
ARMHOLE,0.016207274,0.262336761,0,1
ARMHOLES,0.018233184,0.23238264,0,1
ARMIES,22.66688538,0.6006428,3062,0.000326477
ARMING,1.122353673,0.421735197,0,1
ARMISTICE,5.510473251,0.55601126,6,0.142857149
ARMLESS,0.139787734,0.18314898,0,1
ARMLETS,0.069893867,0.224359319,0,1
ARMLOAD,0.010129547,0.275982648,0,1
ARMOIRE,0.080023415,0.217123345,0,1
ARMOIRES,0.015194319,0.284894377,0,1
ARMOR,16.68741417,0.599980056,3173,0.00031506
ARMORED,11.57807159,0.573086739,846,0.001180638
ARMORIAL,0.613850534,0.379795015,0,1
ARMORY,2.939594269,0.487845629,0,1
ARMOUR,10.44862652,0.579602182,1787,0.000559284
ARMOURED,13.19575977,0.574137688,411,0.002427184
ARMOURER,0.109399103,0.182617188,0,1
ARMOURERS,0.090152964,0.18840903,0,1
ARMOURIES,0.207655698,0.251975119,0,1
ARMOURY,0.827583909,0.357639343,0,1
ARMPIT,0.385935724,0.29219383,0,1
ARMPITS,0.18638365,0.275461495,0,1
ARMS,73.893013,0.663783252,7736,0.000129249
ARMSTRONG,16.33895874,0.620426238,4860,0.000205719
ARMY,355.0365601,0.662184596,7366,0.00013574
ARNETT,0.581435978,0.346711397,0,1
ARNOLD,20.11626625,0.631942272,5547,0.000180245
ARNOLDO,0.230953649,0.239078417,0,1
ARNULFO,0.16815047,0.252089024,0,1
AROMA,1.549820542,0.481525213,0,1
AROMAS,0.504451394,0.402387679,0,1
AROMATIC,3.326543093,0.558342874,1,0.5
ARON,1.263154387,0.390065789,0,1
AROSE,15.19533253,0.62063247,4725,0.000211595
AROUND,456.790863,0.697188079,9496,0.000105296
AROUSAL,1.230739832,0.463446885,0,1
AROUSE,0.763767779,0.339033008,0,1
AROUSED,2.92237401,0.50413847,0,1
AROUSES,0.225888878,0.238656953,0,1
AROUSING,0.523697555,0.308584094,0,1
ARPEGGIO,0.223862976,0.34530279,0,1
ARPEGGIOS,0.400117069,0.399686426,0,1
ARR.,0.110412054,0.19684051,0,1
ARRACK,0.086101145,0.23088716,0,1
ARRAIGN,0.016207274,0.264508426,0,1
ARRAIGNED,0.422402084,0.320738614,0,1
ARRAIGNING,0.007090682,0.255786717,0,1
ARRAIGNMENT,0.329210252,0.29458639,0,1
ARRANGE,6.077727795,0.567683816,821,0.001216545
ARRANGED,35.13230515,0.653384149,6910,0.000144697
ARRANGEMENT,26.0005188,0.644968152,6488,0.000154107
ARRANGEMENTS,17.63655281,0.629889131,5647,0.000177054
ARRANGES,2.85957098,0.519702554,0,1
ARRANGING,4.255422592,0.552971125,53,0.018518519
ARRANT,0.043557048,0.172426894,0,1
ARRAS,1.623766303,0.382724345,0,1
ARRAY,18.44286537,0.623315096,4430,0.000225683
ARRAYED,0.57333231,0.313928694,0,1
ARRAYING,0.022285001,0.203206539,0,1
ARRAYS,3.424799681,0.564316332,65,0.015151516
ARREARS,0.79213053,0.364862412,0,1
ARREDONDO,0.210694566,0.24775669,0,1
ARREST,29.10319901,0.626977801,5210,0.000191902
ARRESTED,55.01457977,0.633966267,5186,0.00019279
ARRESTING,2.291303396,0.502332389,0,1
ARRESTS,5.850825787,0.5624488,178,0.005586592
ARRINGTON,0.553073227,0.335219175,0,1
ARRIVAL,40.58098984,0.655054629,6938,0.000144113
ARRIVALS,2.765366077,0.489690602,0,1
ARRIVE,21.16264725,0.627649963,5235,0.000190985
ARRIVED,90.91166687,0.654610336,6493,0.000153988
ARRIVES,20.19831467,0.620008469,4236,0.000236016
ARRIVING,26.65184975,0.621526837,4560,0.00021925
ARROGANCE,1.559950113,0.436878473,0,1
ARROGANT,2.972008944,0.514453232,0,1
ARROGANTLY,0.175241157,0.222378328,0,1
ARROGATE,0.024310911,0.223689929,0,1
ARROGATED,0.046595912,0.195804849,0,1
